Australian Bureau of Statistics,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA2_MAINCODE_2011,SA2_NAME_2011,RATIO,PERCENTAGE,,,,,,,
5114,5114,402011026,Gawler - South,0.0011107,0.1110677,,,,,,,
5114,5114,402021028,Craigmore - Blakeview,0.5499618,54.9961786,,,,,,,
5114,5114,402021029,Davoren Park,0.2974747,29.7474736,,,,,,,
5114,5114,402021033,One Tree Hill,0.0697261,6.9726079,,,,,,,
5114,5114,402021034,Smithfield - Elizabeth North,0.0704508,7.0450796,,,,,,,
5114,5114,402051049,Golden Grove,0.0044153,0.4415265,,,,,,,
5115,5115,402011026,Gawler - South,0.0674555,6.7455499,,,,,,,
5115,5115,402021032,Munno Para West - Angle Vale,0.6766436,67.6643555,,,,,,,
5115,5115,402021034,Smithfield - Elizabeth North,0.2559009,25.5900946,,,,,,,
5116,5116,402011026,Gawler - South,0.9830035,98.3003517,,,,,,,
5116,5116,402021032,Munno Para West - Angle Vale,0.0084982,0.8498241,,,,,,,
5116,5116,402021033,One Tree Hill,0.0084982,0.8498241,,,,,,,
5117,5117,402021032,Munno Para West - Angle Vale,1.0,100.0,,,,,,,
5118,5118,402011025,Gawler - North,0.4434909,44.3490851,,,,,,,
5118,5118,402011026,Gawler - South,0.5402468,54.0246843,,,,,,,
5118,5118,402021033,One Tree Hill,0.01617,1.6169994,,,,,,,
5120,5120,402021035,Virginia - Waterloo Corner,1.0,100.0,,,,,,,
5121,5121,402021029,Davoren Park,0.0130499,1.3049868,,,,,,,
5121,5121,402021032,Munno Para West - Angle Vale,0.6254898,62.5489827,,,,,,,
5121,5121,402021035,Virginia - Waterloo Corner,0.3614603,36.1460305,,,,,,,
5125,5125,402051049,Golden Grove,0.5056254,50.5625399,,,,,,,
5125,5125,402051050,Greenwith,0.4937209,49.372087,,,,,,,
5125,5125,402051053,Modbury Heights,0.0006537,0.0653731,,,,,,,
5126,5126,402051053,Modbury Heights,0.0029575,0.2957531,,,,,,,
5126,5126,402051054,Redwood Park,0.9969492,99.6949208,,,,,,,
5127,5127,402051053,Modbury Heights,1.0,100.0,,,,,,,
5131,5131,401021003,Adelaide Hills,0.8172978,81.7297845,,,,,,,
5131,5131,402051049,Golden Grove,0.0159264,1.5926399,,,,,,,
5131,5131,402051054,Redwood Park,0.0921921,9.2192127,,,,,,,
5131,5131,402051055,St Agnes - Ridgehaven,0.0745836,7.4583628,,,,,,,
5132,5132,401021003,Adelaide Hills,1.0,100.0,,,,,,,
5133,5133,401021003,Adelaide Hills,1.0,100.0,,,,,,,
5134,5134,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5136,5136,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5137,5137,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5138,5138,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5139,5139,401021006,Lobethal - Woodside,0.9003334,90.0333441,,,,,,,
5139,5139,401021010,Uraidla - Summertown,0.0996666,9.9666559,,,,,,,
5140,5140,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5141,5141,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5142,5142,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5144,5144,401021010,Uraidla - Summertown,1.0,100.0,,,,,,,
5150,5150,401031012,Glenside - Beaumont,0.3852538,38.5253796,,,,,,,
5150,5150,403031065,Belair,0.6147462,61.4746204,,,,,,,
5151,5151,401021004,Aldgate - Stirling,1.0,100.0,,,,,,,
5152,5152,401021004,Aldgate - Stirling,0.9833773,98.3377327,,,,,,,
5152,5152,401021010,Uraidla - Summertown,0.000329,0.0329022,,,,,,,
5152,5152,401031012,Glenside - Beaumont,0.0028482,0.2848239,,,,,,,
5152,5152,403031065,Belair,0.0134454,1.3445411,,,,,,,
5153,5153,401021004,Aldgate - Stirling,0.4917917,49.179174,,,,,,,
5153,5153,401021005,Hahndorf - Echunga,0.2313051,23.1305052,,,,,,,
5153,5153,401021008,Mount Barker Region,0.2421548,24.2154751,,,,,,,
5153,5153,403041075,Clarendon,0.0310952,3.1095162,,,,,,,
5153,5153,407011146,Strathalbyn,0.0036533,0.3653295,,,,,,,
5154,5154,401021004,Aldgate - Stirling,1.0,100.0,,,,,,,
5155,5155,401021004,Aldgate - Stirling,0.9976623,99.7662314,,,,,,,
5155,5155,401021005,Hahndorf - Echunga,0.0023377,0.2337686,,,,,,,
5156,5156,401021004,Aldgate - Stirling,0.8248295,82.4829488,,,,,,,
5156,5156,403031067,Blackwood,0.1751705,17.5170512,,,,,,,
5157,5157,401021005,Hahndorf - Echunga,0.0174646,1.7464579,,,,,,,
5157,5157,401021008,Mount Barker Region,0.0359716,3.5971627,,,,,,,
5157,5157,403041075,Clarendon,0.8285574,82.8557396,,,,,,,
5157,5157,403041076,Coromandel Valley,0.0048505,0.4850535,,,,,,,
5157,5157,407011147,Strathalbyn Region,0.1131538,11.3153767,,,,,,,
5158,5158,403021059,Hallett Cove,0.5090829,50.908289,,,,,,,
5158,5158,403021063,Sheidow Park - Trott Park,0.3984488,39.8448763,,,,,,,
5158,5158,403041077,Flagstaff Hill,0.0007767,0.0776737,,,,,,,
5158,5158,403041080,Happy Valley,0.0916312,9.1631182,,,,,,,
5159,5159,403021063,Sheidow Park - Trott Park,0.000304,0.0303968,,,,,,,
5159,5159,403041071,Aberfoyle Park,0.3569663,35.6966319,,,,,,,
5159,5159,403041076,Coromandel Valley,0.0030665,0.3066478,,,,,,,
5159,5159,403041077,Flagstaff Hill,0.2958138,29.5813792,,,,,,,
5159,5159,403041080,Happy Valley,0.3438493,34.3849292,,,,,,,
5160,5160,403041082,Lonsdale,0.999919,99.9919005,,,,,,,
5161,5161,403041086,Reynella,0.9999386,99.9938624,,,,,,,
5162,5162,403041073,Christie Downs,0.0014406,0.1440641,,,,,,,
5162,5162,403041084,Morphett Vale - East,0.401911,40.1911012,,,,,,,
5162,5162,403041085,Morphett Vale - West,0.2733283,27.3328322,,,,,,,
5162,5162,403041089,Woodcroft,0.32332,32.3320025,,,,,,,
5163,5163,403041073,Christie Downs,0.0048679,0.4867887,,,,,,,
5163,5163,403041075,Clarendon,0.0005041,0.0504083,,,,,,,
5163,5163,403041078,Hackham - Onkaparinga Hills,0.4502643,45.0264297,,,,,,,
5163,5163,403041079,Hackham West - Huntfield Heights,0.5268623,52.6862271,,,,,,,
5163,5163,403041089,Woodcroft,0.0175015,1.7501461,,,,,,,
5164,5164,403041073,Christie Downs,0.9992361,99.9236105,,,,,,,
5164,5164,403041074,Christies Beach,0.0007638,0.0763783,,,,,,,
5165,5165,403041074,Christies Beach,1.0,99.9999971,,,,,,,
5166,5166,403041074,Christies Beach,1.0,100.0,,,,,,,
5167,5167,403041074,Christies Beach,0.5266078,52.6607799,,,,,,,
5167,5167,403041087,Seaford (SA),0.4733922,47.3392201,,,,,,,
5168,5168,403041073,Christie Downs,0.7171014,71.7101372,,,,,,,
5168,5168,403041074,Christies Beach,0.0013037,0.1303708,,,,,,,
5168,5168,403041083,McLaren Vale,0.0004192,0.0419243,,,,,,,
5168,5168,403041087,Seaford (SA),0.2811755,28.1175537,,,,,,,
5169,5169,403041083,McLaren Vale,0.0004336,0.0433592,,,,,,,
5169,5169,403041087,Seaford (SA),0.9995664,99.9566408,,,,,,,
5170,5170,403041087,Seaford (SA),1.0,100.0,,,,,,,
5171,5171,403041083,McLaren Vale,1.0,100.0,,,,,,,
5172,5172,401021008,Mount Barker Region,0.0106296,1.0629568,,,,,,,
5172,5172,403041075,Clarendon,0.0113888,1.1388804,,,,,,,
5172,5172,403041088,Willunga,0.7746847,77.4684688,,,,,,,
5172,5172,407011147,Strathalbyn Region,0.2014842,20.1484177,,,,,,,
5172,5172,407011149,Yankalilla,0.0018128,0.1812763,,,,,,,
5173,5173,403041072,Aldinga,1.0,100.0,,,,,,,
5174,5174,403041072,Aldinga,0.9079253,90.7925326,,,,,,,
5174,5174,403041088,Willunga,0.0870235,8.7023494,,,,,,,
5174,5174,407011149,Yankalilla,0.0050512,0.505118,,,,,,,
5201,5201,401021008,Mount Barker Region,0.8757173,87.5717342,,,,,,,
5201,5201,407011146,Strathalbyn,0.0770333,7.7033348,,,,,,,
5201,5201,407011147,Strathalbyn Region,0.0472493,4.724931,,,,,,,
5202,5202,407011149,Yankalilla,1.0,100.0,,,,,,,
5203,5203,407011149,Yankalilla,1.0,100.0,,,,,,,
5204,5204,407011149,Yankalilla,1.0,100.0,,,,,,,
5210,5210,407011147,Strathalbyn Region,1.0,100.0,,,,,,,
5211,5211,407011147,Strathalbyn Region,0.0061499,0.614993,,,,,,,
5211,5211,407011148,Victor Harbor,0.9432305,94.3230493,,,,,,,
5211,5211,407011149,Yankalilla,0.0506196,5.0619577,,,,,,,
5212,5212,407011144,Goolwa - Port Elliot,1.0,100.0,,,,,,,
5213,5213,407011144,Goolwa - Port Elliot,1.0,100.0,,,,,,,
5214,5214,407011144,Goolwa - Port Elliot,0.9391814,93.9181356,,,,,,,
5214,5214,407011147,Strathalbyn Region,0.0608186,6.0818644,,,,,,,
5220,5220,407011145,Kangaroo Island,1.0,100.0,,,,,,,
5221,5221,407011145,Kangaroo Island,1.0,100.0,,,,,,,
5222,5222,407011145,Kangaroo Island,1.0,100.0,,,,,,,
5223,5223,407011145,Kangaroo Island,1.0,100.0,,,,,,,
5231,5231,401021003,Adelaide Hills,0.9999999,99.9999913,,,,,,,
5232,5232,401021003,Adelaide Hills,1.0,100.0,,,,,,,
5233,5233,401021003,Adelaide Hills,1.0,100.0,,,,,,,
5234,5234,401021003,Adelaide Hills,0.9854216,98.5421569,,,,,,,
5234,5234,407031164,Mannum,0.0145784,1.4578431,,,,,,,
5235,5235,401021003,Adelaide Hills,0.0244768,2.4476785,,,,,,,
5235,5235,405011110,Barossa - Angaston,0.9212289,92.1228909,,,,,,,
5235,5235,407031164,Mannum,0.0542943,5.4294307,,,,,,,
5236,5236,407031164,Mannum,1.0,100.0,,,,,,,
5237,5237,407031164,Mannum,1.0,100.0,,,,,,,
5238,5238,407031164,Mannum,0.9503343,95.0334349,,,,,,,
5238,5238,407031166,Murray Bridge Region,0.0496657,4.9665651,,,,,,,
5240,5240,401021006,Lobethal - Woodside,1.0,100.0,,,,,,,
5241,5241,401021006,Lobethal - Woodside,1.0,100.0,,,,,,,
5242,5242,401021006,Lobethal - Woodside,1.0,100.0,,,,,,,
5243,5243,401021006,Lobethal - Woodside,0.9986474,99.8647433,,,,,,,
5243,5243,401021008,Mount Barker Region,0.0013526,0.1352567,,,,,,,
5244,5244,401021003,Adelaide Hills,0.1472674,14.7267398,,,,,,,
5244,5244,401021006,Lobethal - Woodside,0.758228,75.8227999,,,,,,,
5244,5244,401021008,Mount Barker Region,0.0839179,8.3917909,,,,,,,
5244,5244,407031164,Mannum,0.0105867,1.0586694,,,,,,,
5245,5245,401021004,Aldgate - Stirling,0.0015666,0.1566569,,,,,,,
5245,5245,401021005,Hahndorf - Echunga,0.9111239,91.1123855,,,,,,,
5245,5245,401021006,Lobethal - Woodside,0.0873096,8.7309576,,,,,,,
5250,5250,401021006,Lobethal - Woodside,0.0007344,0.0734418,,,,,,,
5250,5250,401021007,Mount Barker,0.9992656,99.9265582,,,,,,,
5251,5251,401021007,Mount Barker,0.9383568,93.8356768,,,,,,,
5251,5251,401021008,Mount Barker Region,0.0616432,6.1643232,,,,,,,
5252,5252,401021006,Lobethal - Woodside,0.0007869,0.0786878,,,,,,,
5252,5252,401021008,Mount Barker Region,0.2326816,23.2681579,,,,,,,
5252,5252,401021009,Nairne,0.7661377,76.6137664,,,,,,,
5252,5252,407031166,Murray Bridge Region,0.0003939,0.0393879,,,,,,,
5253,5253,407031165,Murray Bridge,0.9469676,94.6967627,,,,,,,
5253,5253,407031166,Murray Bridge Region,0.0530324,5.3032373,,,,,,,
5254,5254,401021008,Mount Barker Region,0.1630085,16.3008502,,,,,,,
5254,5254,407031164,Mannum,0.0010222,0.1022224,,,,,,,
5254,5254,407031166,Murray Bridge Region,0.8359693,83.5969274,,,,,,,
5255,5255,407011146,Strathalbyn,0.7487878,74.8787848,,,,,,,
5255,5255,407011147,Strathalbyn Region,0.24494,24.4940001,,,,,,,
5255,5255,407031166,Murray Bridge Region,0.0062722,0.6272151,,,,,,,
5256,5256,407011147,Strathalbyn Region,0.9999947,99.99947,,,,,,,
5259,5259,407031166,Murray Bridge Region,0.4759146,47.5914573,,,,,,,
5259,5259,407031169,The Coorong,0.5240854,52.4085427,,,,,,,
5260,5260,407031166,Murray Bridge Region,0.002622,0.2621968,,,,,,,
5260,5260,407031169,The Coorong,0.997378,99.7378032,,,,,,,
5261,5261,407031169,The Coorong,1.0,100.0,,,,,,,
5262,5262,407021155,Naracoorte Region,1.0,100.0,,,,,,,
5263,5263,407021156,Penola,1.0,100.0,,,,,,,
5264,5264,407021151,Kingston - Robe,0.0033629,0.3362922,,,,,,,
5264,5264,407031169,The Coorong,0.9965975,99.6597498,,,,,,,
5265,5265,407031169,The Coorong,1.0,100.0,,,,,,,
5266,5266,407021157,Tatiara,0.0033338,0.333383,,,,,,,
5266,5266,407031169,The Coorong,0.9966662,99.666617,,,,,,,
5267,5267,407021157,Tatiara,0.9584699,95.8469864,,,,,,,
5267,5267,407031169,The Coorong,0.0415301,4.1530136,,,,,,,
5268,5268,407021155,Naracoorte Region,0.0003805,0.0380481,,,,,,,
5268,5268,407021157,Tatiara,0.9996195,99.9619519,,,,,,,
5269,5269,407021157,Tatiara,1.0,100.0,,,,,,,
5270,5270,407021157,Tatiara,1.0,100.0,,,,,,,
5271,5271,407021151,Kingston - Robe,0.0117176,1.1717576,,,,,,,
5271,5271,407021154,Naracoorte,0.8034214,80.3421417,,,,,,,
5271,5271,407021155,Naracoorte Region,0.1410833,14.1083263,,,,,,,
5271,5271,407021156,Penola,0.0024141,0.2414079,,,,,,,
5271,5271,407021157,Tatiara,0.0413637,4.1363665,,,,,,,
5272,5272,407021151,Kingston - Robe,0.049286,4.9286018,,,,,,,
5272,5272,407021155,Naracoorte Region,0.950714,95.0713982,,,,,,,
5273,5273,407021151,Kingston - Robe,0.2461578,24.6157751,,,,,,,
5273,5273,407021155,Naracoorte Region,0.7538422,75.3842249,,,,,,,
5275,5275,407021151,Kingston - Robe,1.0,100.0,,,,,,,
5276,5276,407021151,Kingston - Robe,0.9789673,97.8967254,,,,,,,
5276,5276,407021158,Wattle Range,0.0210327,2.1032746,,,,,,,
5277,5277,407021150,Grant,0.1611504,16.1150429,,,,,,,
5277,5277,407021156,Penola,0.8388496,83.8849571,,,,,,,
5278,5278,407021150,Grant,0.0938821,9.3882132,,,,,,,
5278,5278,407021156,Penola,0.9061179,90.6117868,,,,,,,
5279,5279,407021156,Penola,0.0930227,9.3022711,,,,,,,
5279,5279,407021158,Wattle Range,0.9069773,90.6977289,,,,,,,
5280,5280,407021150,Grant,0.0028591,0.285907,,,,,,,
5280,5280,407021151,Kingston - Robe,0.0027262,0.2726172,,,,,,,
5280,5280,407021152,Millicent,0.7194145,71.9414532,,,,,,,
5280,5280,407021158,Wattle Range,0.2750002,27.5000226,,,,,,,
5290,5290,407021153,Mount Gambier,1.0,100.0,,,,,,,
5291,5291,407021150,Grant,0.5770937,57.7093678,,,,,,,
5291,5291,407021153,Mount Gambier,0.3467622,34.6762242,,,,,,,
5291,5291,407021158,Wattle Range,0.0761441,7.6144081,,,,,,,
5301,5301,407031161,Karoonda - Lameroo,0.4245268,42.4526819,,,,,,,
5301,5301,407031169,The Coorong,0.5754732,57.5473181,,,,,,,
5302,5302,407021157,Tatiara,0.0032055,0.3205453,,,,,,,
5302,5302,407031161,Karoonda - Lameroo,0.9967945,99.6794547,,,,,,,
5303,5303,407031161,Karoonda - Lameroo,1.0,100.0,,,,,,,
5304,5304,407031161,Karoonda - Lameroo,0.9549657,95.496573,,,,,,,
5304,5304,407031163,Loxton Region,0.0450343,4.503427,,,,,,,
5306,5306,407031161,Karoonda - Lameroo,1.0,100.0,,,,,,,
5307,5307,407031161,Karoonda - Lameroo,1.0,100.0,,,,,,,
5308,5308,407031161,Karoonda - Lameroo,0.886905,88.6904992,,,,,,,
5308,5308,407031170,Waikerie,0.113095,11.3095008,,,,,,,
5309,5309,407031161,Karoonda - Lameroo,1.0,100.0,,,,,,,
5310,5310,407031161,Karoonda - Lameroo,0.6136643,61.3664288,,,,,,,
5310,5310,407031163,Loxton Region,0.3863357,38.6335712,,,,,,,
5311,5311,407031163,Loxton Region,1.0,100.0,,,,,,,
5320,5320,405021118,Goyder,0.0094418,0.9441757,,,,,,,
5320,5320,407031170,Waikerie,0.9905582,99.0558243,,,,,,,
5321,5321,407031170,Waikerie,1.0,100.0,,,,,,,
5322,5322,407031170,Waikerie,1.0,100.0,,,,,,,
5330,5330,407031159,Barmera,0.0171311,1.7131084,,,,,,,
5330,5330,407031163,Loxton Region,0.0145081,1.4508142,,,,,,,
5330,5330,407031170,Waikerie,0.9683608,96.8360774,,,,,,,
5331,5331,407031163,Loxton Region,0.9999996,99.9999574,,,,,,,
5332,5332,407031159,Barmera,0.0001661,0.0166098,,,,,,,
5332,5332,407031163,Loxton Region,0.9998339,99.9833902,,,,,,,
5333,5333,407031162,Loxton,0.9218279,92.1827932,,,,,,,
5333,5333,407031163,Loxton Region,0.0781721,7.8172068,,,,,,,
5340,5340,406021141,Outback,0.0002479,0.0247924,,,,,,,
5340,5340,407031168,Renmark Region,0.9997521,99.9752076,,,,,,,
5341,5341,407031167,Renmark,0.5886056,58.8605584,,,,,,,
5341,5341,407031168,Renmark Region,0.4113943,41.1394282,,,,,,,
5342,5342,407031159,Barmera,0.999978,99.9978042,,,,,,,
5343,5343,407031159,Barmera,0.0840675,8.4067502,,,,,,,
5343,5343,407031160,Berri,0.8305515,83.0551507,,,,,,,
5343,5343,407031162,Loxton,0.0005611,0.0561055,,,,,,,
5343,5343,407031168,Renmark Region,0.0848087,8.4808685,,,,,,,
5344,5344,407031159,Barmera,1.0,100.0,,,,,,,
5345,5345,407031159,Barmera,1.0,100.0,,,,,,,
5346,5346,407031159,Barmera,1.0,100.0,,,,,,,
5350,5350,405011111,Light,0.1244264,12.4426421,,,,,,,
5350,5350,405011112,Lyndoch,0.8755736,87.5573579,,,,,,,
5351,5351,405011110,Barossa - Angaston,0.0443651,4.436515,,,,,,,
5351,5351,405011111,Light,0.0044406,0.4440605,,,,,,,
5351,5351,405011112,Lyndoch,0.9511941,95.1194053,,,,,,,
5352,5352,405011110,Barossa - Angaston,0.061931,6.193098,,,,,,,
5352,5352,405011111,Light,0.0463276,4.6327585,,,,,,,
5352,5352,405011112,Lyndoch,0.0168514,1.6851428,,,,,,,
5352,5352,405011115,Tanunda,0.87489,87.4890007,,,,,,,
5353,5353,405011110,Barossa - Angaston,0.7511919,75.1191866,,,,,,,
5353,5353,405011114,Nuriootpa,0.0022445,0.2244528,,,,,,,
5353,5353,407031164,Mannum,0.2465636,24.6563606,,,,,,,
5354,5354,407031161,Karoonda - Lameroo,0.0056961,0.5696103,,,,,,,
5354,5354,407031164,Mannum,0.9924046,99.2404564,,,,,,,
5354,5354,407031170,Waikerie,0.0018993,0.1899333,,,,,,,
5355,5355,405011110,Barossa - Angaston,0.0673062,6.7306249,,,,,,,
5355,5355,405011111,Light,0.075403,7.5403003,,,,,,,
5355,5355,405011114,Nuriootpa,0.8572907,85.7290749,,,,,,,
5356,5356,405011110,Barossa - Angaston,0.0203148,2.0314797,,,,,,,
5356,5356,405011111,Light,0.0646966,6.4696632,,,,,,,
5356,5356,405021118,Goyder,0.0182858,1.8285849,,,,,,,
5356,5356,407031170,Waikerie,0.8967027,89.6702722,,,,,,,
5357,5357,407031163,Loxton Region,0.0694817,6.9481668,,,,,,,
5357,5357,407031170,Waikerie,0.9305183,93.0518332,,,,,,,
5360,5360,405011111,Light,1.0,100.0,,,,,,,
5371,5371,402011025,Gawler - North,0.8378907,83.7890716,,,,,,,
5371,5371,405011111,Light,0.1621093,16.2109284,,,,,,,
5372,5372,402011025,Gawler - North,0.0047233,0.4723341,,,,,,,
5372,5372,405011111,Light,0.9952767,99.5276659,,,,,,,
5373,5373,405011111,Light,1.0,100.0,,,,,,,
5374,5374,405011111,Light,0.008613,0.8613008,,,,,,,
5374,5374,405021118,Goyder,0.9728347,97.2834676,,,,,,,
5374,5374,407031170,Waikerie,0.0185523,1.8552316,,,,,,,
5381,5381,405021118,Goyder,1.0,100.0,,,,,,,
5400,5400,402011025,Gawler - North,0.0451657,4.5165672,,,,,,,
5400,5400,405011111,Light,0.9548343,95.4834328,,,,,,,
5401,5401,405011111,Light,0.0449603,4.4960301,,,,,,,
5401,5401,405021119,Wakefield - Barunga West,0.9550397,95.5039699,,,,,,,
5410,5410,405011111,Light,0.1899657,18.9965699,,,,,,,
5410,5410,405021117,Gilbert Valley,0.8100343,81.0034301,,,,,,,
5411,5411,405021117,Gilbert Valley,1.0,100.0,,,,,,,
5412,5412,405021117,Gilbert Valley,1.0,100.0,,,,,,,
5413,5413,405021117,Gilbert Valley,0.9721585,97.2158538,,,,,,,
5413,5413,405021118,Goyder,0.0278415,2.7841462,,,,,,,
5414,5414,405021117,Gilbert Valley,1.0,100.0,,,,,,,
5415,5415,405021117,Gilbert Valley,1.0,100.0,,,,,,,
5416,5416,405021118,Goyder,1.0,100.0,,,,,,,
5417,5417,405021118,Goyder,1.0,100.0,,,,,,,
5418,5418,405021118,Goyder,1.0,100.0,,,,,,,
5419,5419,405021118,Goyder,1.0,100.0,,,,,,,
5420,5420,405021118,Goyder,0.9427949,94.2794901,,,,,,,
5420,5420,405031120,Jamestown,0.0572051,5.7205099,,,,,,,
5421,5421,405021118,Goyder,1.0,100.0,,,,,,,
5422,5422,405031120,Jamestown,0.0563545,5.635455,,,,,,,
5422,5422,405031121,Peterborough - Mount Remarkable,0.9436455,94.364545,,,,,,,
5431,5431,405031120,Jamestown,0.0756507,7.5650739,,,,,,,
5431,5431,405031121,Peterborough - Mount Remarkable,0.9243493,92.4349261,,,,,,,
5432,5432,405031121,Peterborough - Mount Remarkable,0.7840763,78.4076253,,,,,,,
5432,5432,406021140,Flinders Ranges,0.2159237,21.5923747,,,,,,,
5433,5433,405031121,Peterborough - Mount Remarkable,0.0113839,1.1383934,,,,,,,
5433,5433,406021140,Flinders Ranges,0.9886161,98.8616066,,,,,,,
5434,5434,406021140,Flinders Ranges,1.0,100.0,,,,,,,
5440,5440,405031121,Peterborough - Mount Remarkable,0.0086121,0.8612073,,,,,,,
5440,5440,406021141,Outback,0.9658153,96.5815303,,,,,,,
5440,5440,407031168,Renmark Region,0.0255726,2.5572623,,,,,,,
5451,5451,405021117,Gilbert Valley,1.0,100.0,,,,,,,
5452,5452,405021117,Gilbert Valley,1.0,100.0,,,,,,,
5453,5453,405021116,Clare,0.8174434,81.7443412,,,,,,,
5453,5453,405021117,Gilbert Valley,0.145743,14.5742993,,,,,,,
5453,5453,405021119,Wakefield - Barunga West,0.0368136,3.6813595,,,,,,,
5454,5454,405031120,Jamestown,1.0,100.0,,,,,,,
5455,5455,405021117,Gilbert Valley,1.0,100.0,,,,,,,
5460,5460,405011113,Mallala,0.1582591,15.8259111,,,,,,,
5460,5460,405021119,Wakefield - Barunga West,0.8417409,84.1740889,,,,,,,
5461,5461,405021119,Wakefield - Barunga West,1.0,100.0,,,,,,,
5462,5462,405021119,Wakefield - Barunga West,1.0,100.0,,,,,,,
5464,5464,405021117,Gilbert Valley,0.0154254,1.5425365,,,,,,,
5464,5464,405021119,Wakefield - Barunga West,0.6576873,65.7687346,,,,,,,
5464,5464,405031123,Port Pirie Region,0.3268873,32.6887289,,,,,,,
5470,5470,405031120,Jamestown,1.0,100.0,,,,,,,
5471,5471,405031120,Jamestown,1.0,100.0,,,,,,,
5472,5472,405031120,Jamestown,1.0,100.0,,,,,,,
5473,5473,405031120,Jamestown,1.0,100.0,,,,,,,
5480,5480,405031120,Jamestown,0.8925555,89.2555451,,,,,,,
5480,5480,405031121,Peterborough - Mount Remarkable,0.1074445,10.7444549,,,,,,,
5481,5481,405031121,Peterborough - Mount Remarkable,1.0,100.0,,,,,,,
5482,5482,405031121,Peterborough - Mount Remarkable,1.0,100.0,,,,,,,
5483,5483,405031121,Peterborough - Mount Remarkable,1.0,100.0,,,,,,,
5485,5485,405031121,Peterborough - Mount Remarkable,0.9999984,99.9998441,,,,,,,
5490,5490,405031120,Jamestown,1.0,100.0,,,,,,,
5491,5491,405031120,Jamestown,1.0,100.0,,,,,,,
5493,5493,405031121,Peterborough - Mount Remarkable,1.0,100.0,,,,,,,
5495,5495,405031121,Peterborough - Mount Remarkable,0.9999964,99.9996376,,,,,,,
5501,5501,402011027,Lewiston - Two Wells,0.7724962,77.2496162,,,,,,,
5501,5501,402021035,Virginia - Waterloo Corner,0.0007437,0.0743702,,,,,,,
5501,5501,405011113,Mallala,0.213837,21.3837004,,,,,,,
5501,5501,405021119,Wakefield - Barunga West,0.0129231,1.2923132,,,,,,,
5502,5502,405011111,Light,0.0221125,2.2112519,,,,,,,
5502,5502,405011113,Mallala,0.9703056,97.0305631,,,,,,,
5502,5502,405021119,Wakefield - Barunga West,0.0075819,0.758185,,,,,,,
5510,5510,405021119,Wakefield - Barunga West,1.0,100.0,,,,,,,
5520,5520,405021119,Wakefield - Barunga West,1.0,100.0,,,,,,,
5521,5521,405031123,Port Pirie Region,1.0,100.0,,,,,,,
5522,5522,405021119,Wakefield - Barunga West,0.9664555,96.6455497,,,,,,,
5522,5522,405031123,Port Pirie Region,0.0335445,3.3544503,,,,,,,
5523,5523,405021119,Wakefield - Barunga West,0.0267238,2.6723789,,,,,,,
5523,5523,405031120,Jamestown,0.0956711,9.567108,,,,,,,
5523,5523,405031123,Port Pirie Region,0.8776051,87.7605131,,,,,,,
5540,5540,405031121,Peterborough - Mount Remarkable,0.0050673,0.5067297,,,,,,,
5540,5540,405031122,Port Pirie,0.9184094,91.8409413,,,,,,,
5540,5540,405031123,Port Pirie Region,0.0765233,7.6523288,,,,,,,
5550,5550,405021119,Wakefield - Barunga West,1.0,100.0,,,,,,,
5552,5552,405041124,Kadina,0.6917057,69.1705675,,,,,,,
5552,5552,405041127,Yorke Peninsula - North,0.3082943,30.8294325,,,,,,,
5554,5554,405021119,Wakefield - Barunga West,0.007019,0.7019021,,,,,,,
5554,5554,405041124,Kadina,0.9731273,97.3127344,,,,,,,
5554,5554,405041125,Moonta,0.0198536,1.9853635,,,,,,,
5555,5555,405021119,Wakefield - Barunga West,0.8580054,85.8005371,,,,,,,
5555,5555,405031123,Port Pirie Region,0.021149,2.1148972,,,,,,,
5555,5555,405041127,Yorke Peninsula - North,0.1208457,12.0845657,,,,,,,
5556,5556,405041125,Moonta,0.0165574,1.655739,,,,,,,
5556,5556,405041126,Wallaroo,0.9834426,98.344261,,,,,,,
5558,5558,405041125,Moonta,0.974181,97.4181043,,,,,,,
5558,5558,405041127,Yorke Peninsula - North,0.025819,2.5818957,,,,,,,
5560,5560,405021119,Wakefield - Barunga West,1.0,100.0,,,,,,,
5570,5570,405041127,Yorke Peninsula - North,1.0,100.0,,,,,,,
5571,5571,405041127,Yorke Peninsula - North,1.0,100.0,,,,,,,
5572,5572,405041127,Yorke Peninsula - North,1.0,100.0,,,,,,,
5573,5573,405041127,Yorke Peninsula - North,1.0,100.0,,,,,,,
5575,5575,405041127,Yorke Peninsula - North,0.5701881,57.0188088,,,,,,,
5575,5575,405041128,Yorke Peninsula - South,0.4298119,42.9811912,,,,,,,
5576,5576,405041128,Yorke Peninsula - South,1.0,100.0,,,,,,,
