Australian Bureau of Statistics,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA2_MAINCODE_2011,SA2_NAME_2011,RATIO,PERCENTAGE,,,,,,,
2365,2365,110011187,Armidale Region - North,0.8639742,86.3974207,,,,,,,
2365,2365,110021190,Glen Innes,0.0776203,7.7620298,,,,,,,
2365,2365,110021192,Inverell Region - East,0.0584052,5.8405212,,,,,,,
2369,2369,110021192,Inverell Region - East,1.0,100.0,,,,,,,
2370,2370,104011081,Grafton Region,0.0019838,0.1983768,,,,,,,
2370,2370,110021190,Glen Innes,0.9846596,98.4659586,,,,,,,
2370,2370,110021192,Inverell Region - East,0.0133565,1.3356513,,,,,,,
2371,2371,110021190,Glen Innes,0.7994146,79.941458,,,,,,,
2371,2371,110021192,Inverell Region - East,0.0357961,3.5796133,,,,,,,
2371,2371,110021194,Tenterfield,0.1647893,16.4789288,,,,,,,
2372,2372,110021194,Tenterfield,0.9986111,99.8611087,,,,,,,
2372,2372,307031188,Stanthorpe Region,0.0013889,0.1388913,,,,,,,
2379,2379,105031099,Coonabarabran,0.4035364,40.3536439,,,,,,,
2379,2379,110041200,Gunnedah Region,0.5964636,59.6463561,,,,,,,
2380,2380,110041199,Gunnedah,0.8672009,86.7200862,,,,,,,
2380,2380,110041200,Gunnedah Region,0.1327991,13.2799138,,,,,,,
2381,2381,105031099,Coonabarabran,0.0260014,2.6001381,,,,,,,
2381,2381,110041200,Gunnedah Region,0.8754531,87.5453101,,,,,,,
2381,2381,110041201,Quirindi,0.0985455,9.8545518,,,,,,,
2382,2382,110031198,Narrabri Region,0.0940247,9.4024692,,,,,,,
2382,2382,110041200,Gunnedah Region,0.9059753,90.5975308,,,,,,,
2386,2386,105011096,Walgett - Lightning Ridge,0.8132907,81.3290719,,,,,,,
2386,2386,110031198,Narrabri Region,0.1867093,18.6709281,,,,,,,
2387,2387,105011096,Walgett - Lightning Ridge,0.8594978,85.9497811,,,,,,,
2387,2387,110031196,Moree Region,0.0661192,6.6119233,,,,,,,
2387,2387,110031198,Narrabri Region,0.074383,7.4382956,,,,,,,
2388,2388,105011096,Walgett - Lightning Ridge,0.025439,2.5438998,,,,,,,
2388,2388,110031198,Narrabri Region,0.974561,97.4561002,,,,,,,
2390,2390,110021193,Inverell Region - West,0.0040024,0.4002422,,,,,,,
2390,2390,110031196,Moree Region,0.0056511,0.5651081,,,,,,,
2390,2390,110031197,Narrabri,0.8155169,81.5516909,,,,,,,
2390,2390,110031198,Narrabri Region,0.1743032,17.4303154,,,,,,,
2390,2390,110041200,Gunnedah Region,0.0005264,0.0526434,,,,,,,
2395,2395,105031099,Coonabarabran,1.0,100.0,,,,,,,
2396,2396,105031099,Coonabarabran,1.0,100.0,,,,,,,
2397,2397,110031196,Moree Region,0.2491815,24.918155,,,,,,,
2397,2397,110031198,Narrabri Region,0.7508185,75.081845,,,,,,,
2398,2398,110031196,Moree Region,1.0,100.0,,,,,,,
2399,2399,110021193,Inverell Region - West,0.0085409,0.8540867,,,,,,,
2399,2399,110031196,Moree Region,0.9914591,99.1459133,,,,,,,
2400,2400,110031195,Moree,0.8320907,83.2090654,,,,,,,
2400,2400,110031196,Moree Region,0.1679093,16.7909346,,,,,,,
2401,2401,110021193,Inverell Region - West,0.9724251,97.2425087,,,,,,,
2401,2401,110031196,Moree Region,0.0275749,2.7574913,,,,,,,
2402,2402,110021192,Inverell Region - East,0.0130091,1.3009093,,,,,,,
2402,2402,110021193,Inverell Region - West,0.9869909,98.6990907,,,,,,,
2403,2403,110021193,Inverell Region - West,1.0,100.0,,,,,,,
2404,2404,110021193,Inverell Region - West,1.0,100.0,,,,,,,
2405,2405,110031196,Moree Region,1.0,100.0,,,,,,,
2406,2406,110031196,Moree Region,0.8412305,84.12305,,,,,,,
2406,2406,307011171,Balonne,0.1509909,15.0990876,,,,,,,
2406,2406,307011174,Inglewood - Waggamba,0.0077786,0.7778624,,,,,,,
2408,2408,110031196,Moree Region,1.0,100.0,,,,,,,
2409,2409,110021192,Inverell Region - East,0.0008625,0.0862488,,,,,,,
2409,2409,110031196,Moree Region,0.9991375,99.9137512,,,,,,,
2410,2410,110021192,Inverell Region - East,0.9013758,90.1375811,,,,,,,
2410,2410,110021193,Inverell Region - West,0.0986242,9.8624189,,,,,,,
2411,2411,110021193,Inverell Region - West,0.4242519,42.4251934,,,,,,,
2411,2411,110031196,Moree Region,0.5757481,57.5748066,,,,,,,
2415,2415,108011151,Bulahdelah - Stroud,0.9999999,99.9999868,,,,,,,
2420,2420,106011110,Dungog,0.9996136,99.9613555,,,,,,,
2420,2420,108011151,Bulahdelah - Stroud,0.0003864,0.0386445,,,,,,,
2421,2421,106011110,Dungog,0.9813022,98.1302199,,,,,,,
2421,2421,106021116,Maitland - North,0.0186978,1.8697801,,,,,,,
2422,2422,108011151,Bulahdelah - Stroud,0.0338387,3.3838722,,,,,,,
2422,2422,108051167,Gloucester,0.9453526,94.5352618,,,,,,,
2422,2422,108051170,Taree Region,0.0208087,2.080866,,,,,,,
2423,2423,108011151,Bulahdelah - Stroud,0.6713442,67.1344247,,,,,,,
2423,2423,108011153,Forster-Tuncurry Region,0.2959245,29.5924539,,,,,,,
2423,2423,108051170,Taree Region,0.0327312,3.2731214,,,,,,,
2424,2424,108051167,Gloucester,0.0128591,1.2859055,,,,,,,
2424,2424,108051170,Taree Region,0.9871409,98.7140945,,,,,,,
2425,2425,108011151,Bulahdelah - Stroud,1.0,100.0,,,,,,,
2426,2426,108051170,Taree Region,1.0,100.0,,,,,,,
2427,2427,108051170,Taree Region,1.0,100.0,,,,,,,
2428,2428,108011152,Forster,0.6036348,60.3634803,,,,,,,
2428,2428,108011153,Forster-Tuncurry Region,0.1407237,14.0723675,,,,,,,
2428,2428,108011154,Tuncurry,0.2556415,25.5641522,,,,,,,
2429,2429,108011151,Bulahdelah - Stroud,0.0099774,0.9977368,,,,,,,
2429,2429,108041165,Port Macquarie Region,0.051883,5.1883005,,,,,,,
2429,2429,108051170,Taree Region,0.3802496,38.0249633,,,,,,,
2429,2429,108051171,Wingham,0.55789,55.7889994,,,,,,,
2430,2430,108011153,Forster-Tuncurry Region,0.0151812,1.5181241,,,,,,,
2430,2430,108051168,Old Bar - Manning Point - Red Head,0.2941317,29.413167,,,,,,,
2430,2430,108051169,Taree,0.6189778,61.897778,,,,,,,
2430,2430,108051170,Taree Region,0.0717093,7.1709309,,,,,,,
2431,2431,108021160,South West Rocks,1.0,100.0,,,,,,,
2439,2439,108041162,Laurieton - Bonny Hills,1.0,100.0,,,,,,,
2440,2440,108021155,Kempsey,0.668694,66.8694045,,,,,,,
2440,2440,108021156,Kempsey Region,0.3313058,33.1305768,,,,,,,
2441,2441,104021083,Bellingen,0.0289345,2.893449,,,,,,,
2441,2441,104021089,Sawtell - Boambee,0.3474239,34.7423851,,,,,,,
2441,2441,108021156,Kempsey Region,0.2867347,28.6734661,,,,,,,
2441,2441,108021159,Nambucca Heads Region,0.1237426,12.374257,,,,,,,
2441,2441,108041165,Port Macquarie Region,0.2131644,21.3164429,,,,,,,
2443,2443,108041162,Laurieton - Bonny Hills,0.8374512,83.7451222,,,,,,,
2443,2443,108051170,Taree Region,0.1625488,16.2548778,,,,,,,
2444,2444,108041163,Port Macquarie - East,0.6272416,62.7241574,,,,,,,
2444,2444,108041164,Port Macquarie - West,0.3522587,35.225871,,,,,,,
2444,2444,108041165,Port Macquarie Region,0.0204997,2.0499716,,,,,,,
2445,2445,108041162,Laurieton - Bonny Hills,1.0,100.0,,,,,,,
2446,2446,108041164,Port Macquarie - West,0.0004448,0.0444839,,,,,,,
2446,2446,108041165,Port Macquarie Region,0.1827529,18.2752888,,,,,,,
2446,2446,108041166,Wauchope,0.8168021,81.6802111,,,,,,,
2447,2447,108021157,Macksville - Scotts Head,0.6604944,66.0494381,,,,,,,
2447,2447,108021159,Nambucca Heads Region,0.3395056,33.9505619,,,,,,,
2448,2448,104021090,Urunga,0.0041205,0.4120522,,,,,,,
2448,2448,108021158,Nambucca Heads,0.7627604,76.2760377,,,,,,,
2448,2448,108021159,Nambucca Heads Region,0.2331191,23.3119061,,,,,,,
2449,2449,104021083,Bellingen,0.000948,0.0948024,,,,,,,
2449,2449,108021159,Nambucca Heads Region,0.999052,99.9051976,,,,,,,
2450,2450,104011081,Grafton Region,0.021329,2.1328989,,,,,,,
2450,2450,104021084,Coffs Harbour - North,0.4272068,42.7206771,,,,,,,
2450,2450,104021085,Coffs Harbour - South,0.2565756,25.6575646,,,,,,,
2450,2450,104021086,Coramba - Nana Glen - Bucca,0.0937331,9.3733082,,,,,,,
2450,2450,104021087,Dorrigo,0.0153699,1.5369927,,,,,,,
2450,2450,104021088,Korora - Emerald Beach,0.1441015,14.4101541,,,,,,,
2450,2450,104021089,Sawtell - Boambee,0.041684,4.1684045,,,,,,,
2452,2452,104021089,Sawtell - Boambee,1.0,100.0,,,,,,,
2453,2453,104021083,Bellingen,0.0007057,0.0705695,,,,,,,
2453,2453,104021087,Dorrigo,0.9509353,95.0935309,,,,,,,
2453,2453,110011187,Armidale Region - North,0.048359,4.8358996,,,,,,,
2454,2454,104021083,Bellingen,0.7700924,77.0092407,,,,,,,
2454,2454,104021089,Sawtell - Boambee,0.0178319,1.7831896,,,,,,,
2454,2454,104021090,Urunga,0.2120757,21.2075697,,,,,,,
2455,2455,104021090,Urunga,1.0,100.0,,,,,,,
2456,2456,104011081,Grafton Region,0.0031588,0.3158826,,,,,,,
2456,2456,104021088,Korora - Emerald Beach,0.1602021,16.0202089,,,,,,,
2456,2456,104021091,Woolgoolga - Arrawarra,0.8366391,83.6639084,,,,,,,
2460,2460,104011080,Grafton,0.6386159,63.8615912,,,,,,,
2460,2460,104011081,Grafton Region,0.3594012,35.9401206,,,,,,,
2460,2460,104021091,Woolgoolga - Arrawarra,0.0019828,0.1982848,,,,,,,
2462,2462,104011081,Grafton Region,1.0,100.0,,,,,,,
2463,2463,104011081,Grafton Region,0.1574186,15.7418626,,,,,,,
2463,2463,104011082,Maclean - Yamba - Iluka,0.8425814,84.2581374,,,,,,,
2464,2464,104011082,Maclean - Yamba - Iluka,1.0,100.0,,,,,,,
2465,2465,104011082,Maclean - Yamba - Iluka,1.0,100.0,,,,,,,
2466,2466,104011082,Maclean - Yamba - Iluka,1.0,100.0,,,,,,,
2469,2469,104011081,Grafton Region,0.0360325,3.60325,,,,,,,
2469,2469,104011082,Maclean - Yamba - Iluka,0.2661543,26.6154253,,,,,,,
2469,2469,110021194,Tenterfield,0.1882473,18.8247312,,,,,,,
2469,2469,112011241,Evans Head,0.031651,3.1651045,,,,,,,
2469,2469,112021245,Casino Region,0.4779149,47.791489,,,,,,,
2470,2470,112021244,Casino,0.8075881,80.7588129,,,,,,,
2470,2470,112021245,Casino Region,0.1780779,17.8077927,,,,,,,
2470,2470,112021247,Kyogle,0.0139926,1.3992607,,,,,,,
2470,2470,112021249,Lismore Region,0.0003413,0.0341336,,,,,,,
2471,2471,112011241,Evans Head,0.1211234,12.1123435,,,,,,,
2471,2471,112021245,Casino Region,0.7672451,76.7245066,,,,,,,
2471,2471,112021249,Lismore Region,0.1116315,11.1631482,,,,,,,
2472,2472,112011237,Ballina Region,0.001343,0.1343018,,,,,,,
2472,2472,112011241,Evans Head,0.9177023,91.7702306,,,,,,,
2472,2472,112021249,Lismore Region,0.0809541,8.0954106,,,,,,,
2473,2473,112011241,Evans Head,1.0,100.0,,,,,,,
2474,2474,112021247,Kyogle,1.0,99.9999985,,,,,,,
2475,2475,110021194,Tenterfield,0.9226742,92.2674208,,,,,,,
2475,2475,112021245,Casino Region,0.0266639,2.6663949,,,,,,,
2475,2475,112021247,Kyogle,0.0506618,5.0661843,,,,,,,
2476,2476,110021194,Tenterfield,0.3396206,33.9620635,,,,,,,
2476,2476,112021247,Kyogle,0.6603794,66.0379365,,,,,,,
2477,2477,112011237,Ballina Region,0.9914805,99.1480509,,,,,,,
2477,2477,112021249,Lismore Region,0.0085195,0.8519491,,,,,,,
2478,2478,112011236,Ballina,0.6095165,60.9516472,,,,,,,
2478,2478,112011237,Ballina Region,0.1144934,11.4493351,,,,,,,
2478,2478,112011242,Lennox Head - Skennars Head,0.2759902,27.5990177,,,,,,,
2479,2479,112011237,Ballina Region,0.2624605,26.2460503,,,,,,,
2479,2479,112011238,Bangalow,0.7372028,73.7202795,,,,,,,
2479,2479,112011240,Byron Bay,0.0003367,0.0336701,,,,,,,
2480,2480,112011237,Ballina Region,0.0006535,0.0653517,,,,,,,
2480,2480,112011238,Bangalow,0.0229831,2.298312,,,,,,,
2480,2480,112021245,Casino Region,0.0076822,0.7682177,,,,,,,
2480,2480,112021246,Goonellabah,0.2873108,28.7310791,,,,,,,
2480,2480,112021247,Kyogle,0.0078403,0.7840313,,,,,,,
2480,2480,112021248,Lismore,0.3517292,35.172917,,,,,,,
2480,2480,112021249,Lismore Region,0.3218008,32.18008,,,,,,,
2481,2481,112011238,Bangalow,0.0925515,9.2551522,,,,,,,
2481,2481,112011239,Brunswick Heads - Ocean Shores,0.0143104,1.4310438,,,,,,,
2481,2481,112011240,Byron Bay,0.8038389,80.3838878,,,,,,,
2481,2481,112011242,Lennox Head - Skennars Head,0.0019515,0.1951546,,,,,,,
2481,2481,112011243,Mullumbimby,0.0873476,8.7347616,,,,,,,
2482,2482,112011243,Mullumbimby,1.0,100.0,,,,,,,
2483,2483,112011239,Brunswick Heads - Ocean Shores,0.7549082,75.4908156,,,,,,,
2483,2483,112011243,Mullumbimby,0.0645615,6.4561496,,,,,,,
2483,2483,112031253,Pottsville,0.1805303,18.0530348,,,,,,,
2484,2484,112031251,Murwillumbah,0.458545,45.8544984,,,,,,,
2484,2484,112031252,Murwillumbah Region,0.5060581,50.6058149,,,,,,,
2484,2484,112031253,Pottsville,0.0247667,2.4766697,,,,,,,
2484,2484,112031254,Tweed Heads,0.0106302,1.0630168,,,,,,,
2485,2485,112031254,Tweed Heads,1.0,99.9999993,,,,,,,
2486,2486,112031254,Tweed Heads,0.1526273,15.262729,,,,,,,
2486,2486,112031255,Tweed Heads - South,0.8473727,84.737271,,,,,,,
2487,2487,112031250,Kingscliff - Fingal Head,0.9755422,97.5542197,,,,,,,
2487,2487,112031252,Murwillumbah Region,0.0008036,0.0803609,,,,,,,
2487,2487,112031253,Pottsville,0.0236542,2.3654194,,,,,,,
2488,2488,112031252,Murwillumbah Region,0.0013796,0.1379608,,,,,,,
2488,2488,112031253,Pottsville,0.9986204,99.8620392,,,,,,,
2489,2489,112031253,Pottsville,1.0,100.0,,,,,,,
2490,2490,112031252,Murwillumbah Region,0.6502699,65.0269907,,,,,,,
2490,2490,112031255,Tweed Heads - South,0.3497301,34.9730093,,,,,,,
2500,2500,107041144,Balgownie - Fairy Meadow,0.0076768,0.7676765,,,,,,,
2500,2500,107041146,Figtree - Keiraville,0.2397031,23.9703079,,,,,,,
2500,2500,107041149,Wollongong,0.7525493,75.2549341,,,,,,,
2502,2502,107011130,Berkeley - Warrawong - Windang,1.0,99.9999991,,,,,,,
2505,2505,107011130,Berkeley - Warrawong - Windang,0.9943134,99.431339,,,,,,,
2505,2505,107011133,Port Kembla Industrial,0.0056866,0.568661,,,,,,,
2506,2506,107011130,Berkeley - Warrawong - Windang,1.0,100.0,,,,,,,
2508,2508,107041147,Helensburgh,0.9750922,97.5092156,,,,,,,
2508,2508,107041148,Thirroul - Austinmer - Coalcliff,0.0249077,2.4907731,,,,,,,
2515,2515,107041148,Thirroul - Austinmer - Coalcliff,1.0,99.9999986,,,,,,,
2516,2516,107041150,Woonona - Bulli - Russell Vale,0.9999999,99.9999886,,,,,,,
2517,2517,107041145,Corrimal - Tarrawanna - Bellambi,0.0002316,0.0231568,,,,,,,
2517,2517,107041150,Woonona - Bulli - Russell Vale,0.9997684,99.9768407,,,,,,,
2518,2518,107041144,Balgownie - Fairy Meadow,0.1909039,19.0903928,,,,,,,
2518,2518,107041145,Corrimal - Tarrawanna - Bellambi,0.8066824,80.6682379,,,,,,,
2518,2518,107041150,Woonona - Bulli - Russell Vale,0.0024137,0.2413693,,,,,,,
2519,2519,107041144,Balgownie - Fairy Meadow,0.9982757,99.8275731,,,,,,,
2519,2519,107041149,Wollongong,0.0017243,0.1724269,,,,,,,
2522,2522,107041146,Figtree - Keiraville,1.0,100.0,,,,,,,
2525,2525,107041146,Figtree - Keiraville,0.9991869,99.9186949,,,,,,,
2525,2525,107041149,Wollongong,0.0008131,0.0813051,,,,,,,
2526,2526,107011130,Berkeley - Warrawong - Windang,0.0085833,0.8583323,,,,,,,
2526,2526,107011132,Horsley - Kembla Grange,0.0120923,1.2092339,,,,,,,
2526,2526,107011134,Unanderra - Mount Kembla,0.9600807,96.0080678,,,,,,,
2526,2526,107041146,Figtree - Keiraville,0.0191804,1.9180445,,,,,,,
2527,2527,107031136,Albion Park - Macquarie Pass,0.6571062,65.7106242,,,,,,,
2527,2527,107031137,Albion Park Rail,0.3378215,33.782151,,,,,,,
2527,2527,107031140,Kiama Hinterland - Gerringong,0.0016066,0.1606628,,,,,,,
2527,2527,107031141,Shellharbour - Flinders,0.0033787,0.3378689,,,,,,,
2528,2528,107011130,Berkeley - Warrawong - Windang,0.1101178,11.0117797,,,,,,,
2528,2528,107031141,Shellharbour - Flinders,0.0269351,2.693509,,,,,,,
2528,2528,107031143,Warilla,0.8629471,86.2947113,,,,,,,
2529,2529,107031141,Shellharbour - Flinders,0.5738273,57.3827259,,,,,,,
2529,2529,107031142,Shellharbour - Oak Flats,0.4261726,42.6172635,,,,,,,
2530,2530,107011131,Dapto - Avondale,0.7570012,75.7001182,,,,,,,
2530,2530,107011132,Horsley - Kembla Grange,0.2429988,24.2998813,,,,,,,
2533,2533,107031138,Kiama,0.4838275,48.3827489,,,,,,,
2533,2533,107031139,Kiama Downs - Minnamurra,0.3874398,38.743979,,,,,,,
2533,2533,107031140,Kiama Hinterland - Gerringong,0.1284837,12.8483705,,,,,,,
2533,2533,114021288,Robertson - Fitzroy Falls,0.0001705,0.0170474,,,,,,,
2534,2534,107031140,Kiama Hinterland - Gerringong,1.0,100.0,,,,,,,
2535,2535,107031140,Kiama Hinterland - Gerringong,0.0115046,1.1504565,,,,,,,
2535,2535,114011272,Berry - Kangaroo Valley,0.9884954,98.8495435,,,,,,,
2536,2536,101041017,Batemans Bay,0.4317847,43.1784714,,,,,,,
2536,2536,101041018,Batemans Bay - South,0.4730267,47.3026669,,,,,,,
2536,2536,101041024,Eurobodalla Hinterland,0.0949914,9.499139,,,,,,,
2536,2536,114011283,Ulladulla Region,0.0001972,0.0197214,,,,,,,
2537,2537,101041021,Broulee - Tomakin,0.2576186,25.7618624,,,,,,,
2537,2537,101041022,Deua - Wadbilliga,0.000854,0.0853951,,,,,,,
2537,2537,101041024,Eurobodalla Hinterland,0.0474997,4.7499664,,,,,,,
2537,2537,101041026,Moruya - Tuross Head,0.6940278,69.4027762,,,,,,,
2538,2538,114011282,Ulladulla,0.685924,68.5923984,,,,,,,
2538,2538,114011283,Ulladulla Region,0.3140755,31.4075542,,,,,,,
2539,2539,101041024,Eurobodalla Hinterland,0.0008983,0.0898265,,,,,,,
2539,2539,114011275,Ettrema - Sassafras - Budawang,0.0005993,0.0599283,,,,,,,
2539,2539,114011282,Ulladulla,0.760554,76.0553999,,,,,,,
2539,2539,114011283,Ulladulla Region,0.2379485,23.7948453,,,,,,,
2540,2540,114011272,Berry - Kangaroo Valley,0.0021262,0.2126199,,,,,,,
2540,2540,114011273,Callala Bay - Currarong,0.0837117,8.3711713,,,,,,,
2540,2540,114011274,Culburra Beach,0.1136841,11.3684097,,,,,,,
2540,2540,114011275,Ettrema - Sassafras - Budawang,0.0002138,0.0213834,,,,,,,
2540,2540,114011276,Huskisson - Vincentia,0.0906141,9.0614123,,,,,,,
2540,2540,114011277,North Nowra - Bomaderry,0.0634839,6.3483878,,,,,,,
2540,2540,114011278,Nowra,0.1617657,16.1765704,,,,,,,
2540,2540,114011279,St Georges Basin - Erowal Bay,0.2992312,29.923116,,,,,,,
2540,2540,114011280,Sussex Inlet - Berrara,0.0979964,9.7996397,,,,,,,
2540,2540,114011281,Tomerong - Wandandian - Woollamia,0.0781779,7.8177864,,,,,,,
2540,2540,901031003,Jervis Bay,0.008995,0.8994982,,,,,,,
2541,2541,114011277,North Nowra - Bomaderry,0.5264597,52.6459672,,,,,,,
2541,2541,114011278,Nowra,0.4735035,47.3503488,,,,,,,
2545,2545,101041022,Deua - Wadbilliga,0.0146754,1.4675436,,,,,,,
2545,2545,101041024,Eurobodalla Hinterland,0.9853245,98.5324542,,,,,,,
2546,2546,101041020,Bega-Eden Hinterland,0.0079242,0.7924247,,,,,,,
2546,2546,101041022,Deua - Wadbilliga,0.0008051,0.0805088,,,,,,,
2546,2546,101041027,Narooma - Bermagui,0.9912705,99.1270534,,,,,,,
2548,2548,101041020,Bega-Eden Hinterland,0.0073527,0.7352732,,,,,,,
2548,2548,101041025,Merimbula - Tura Beach,0.9926473,99.2647268,,,,,,,
2549,2549,101041020,Bega-Eden Hinterland,0.2303906,23.0390594,,,,,,,
2549,2549,101041025,Merimbula - Tura Beach,0.7696094,76.9609406,,,,,,,
2550,2550,101041019,Bega - Tathra,0.5114837,51.148367,,,,,,,
2550,2550,101041020,Bega-Eden Hinterland,0.4792508,47.9250831,,,,,,,
2550,2550,101041022,Deua - Wadbilliga,0.0017025,0.1702523,,,,,,,
2550,2550,101041025,Merimbula - Tura Beach,0.007563,0.7562976,,,,,,,
2551,2551,101041020,Bega-Eden Hinterland,0.0710171,7.1017125,,,,,,,
2551,2551,101041023,Eden,0.9289829,92.8982875,,,,,,,
2555,2555,124031463,Mulgoa - Luddenham - Orchard Hills,0.084338,8.4338003,,,,,,,
2555,2555,127011505,Badgerys Creek - Greendale,0.915662,91.5661997,,,,,,,
2556,2556,127011505,Badgerys Creek - Greendale,0.7842059,78.4205868,,,,,,,
2556,2556,127011506,Cobbitty - Leppington,0.2157941,21.5794132,,,,,,,
2557,2557,127011505,Badgerys Creek - Greendale,0.4145078,41.4507782,,,,,,,
2557,2557,127011506,Cobbitty - Leppington,0.5854922,58.5492218,,,,,,,
2558,2558,123021438,Claymore - Eagle Vale - Raby,1.0,100.0,,,,,,,
2559,2559,123021437,Campbelltown - Woodbine,0.0046286,0.4628593,,,,,,,
2559,2559,123021438,Claymore - Eagle Vale - Raby,0.9953714,99.5371407,,,,,,,
2560,2560,107021135,Illawarra Catchment Reserve,0.0001389,0.0138863,,,,,,,
2560,2560,123021436,Bradbury - Wedderburn,0.2654748,26.5474821,,,,,,,
2560,2560,123021437,Campbelltown - Woodbine,0.2181426,21.81426,,,,,,,
2560,2560,123021441,Leumeah - Minto Heights,0.2160052,21.600523,,,,,,,
2560,2560,123021444,Rosemeadow - Glen Alpine,0.2751561,27.5156126,,,,,,,
2560,2560,123031446,Douglas Park - Appin,0.0250408,2.5040758,,,,,,,
2563,2563,123021444,Rosemeadow - Glen Alpine,1.0,100.0,,,,,,,
2564,2564,123021442,Macquarie Fields - Glenfield,1.0,100.0,,,,,,,
2565,2565,123021440,Ingleburn - Denham Court,0.9999798,99.9979812,,,,,,,
2566,2566,123021438,Claymore - Eagle Vale - Raby,0.2529741,25.2974101,,,,,,,
2566,2566,123021441,Leumeah - Minto Heights,0.0166577,1.6657667,,,,,,,
2566,2566,123021443,Minto - St Andrews,0.7303623,73.036229,,,,,,,
2567,2567,123011434,Elderslie - Harrington Park,0.329019,32.9018973,,,,,,,
2567,2567,123011435,Mount Annan - Currans Hill,0.670981,67.0980997,,,,,,,
2568,2568,123021444,Rosemeadow - Glen Alpine,0.002723,0.2722951,,,,,,,
2568,2568,123031446,Douglas Park - Appin,0.997277,99.7277049,,,,,,,
2569,2569,123031446,Douglas Park - Appin,1.0,100.0,,,,,,,
2570,2570,123011433,Camden - Ellis Lane,0.4269217,42.692172,,,,,,,
2570,2570,123011434,Elderslie - Harrington Park,0.1739633,17.396328,,,,,,,
2570,2570,123011435,Mount Annan - Currans Hill,0.046376,4.6375968,,,,,,,
2570,2570,123031446,Douglas Park - Appin,0.0089023,0.890226,,,,,,,
2570,2570,123031448,The Oaks - Oakdale,0.3012169,30.1216898,,,,,,,
2570,2570,127011506,Cobbitty - Leppington,0.0426198,4.2619833,,,,,,,
2571,2571,114021285,Hill Top - Colo Vale,0.0336662,3.3666233,,,,,,,
2571,2571,123031446,Douglas Park - Appin,0.2734289,27.3428894,,,,,,,
2571,2571,123031447,Picton - Tahmoor - Buxton,0.6929048,69.2904771,,,,,,,
2572,2572,123031447,Picton - Tahmoor - Buxton,1.0,100.0,,,,,,,
2573,2573,123031447,Picton - Tahmoor - Buxton,1.0,100.0,,,,,,,
2574,2574,123031445,Bargo,0.9999985,99.999852,,,,,,,
2575,2575,114021284,Bowral,0.0068217,0.6821671,,,,,,,
2575,2575,114021285,Hill Top - Colo Vale,0.3736619,37.3661905,,,,,,,
2575,2575,114021286,Mittagong,0.5616184,56.1618389,,,,,,,
2575,2575,114021289,Southern Highlands,0.0578978,5.7897823,,,,,,,
2576,2576,114021284,Bowral,0.9545553,95.4555343,,,,,,,
2576,2576,114021286,Mittagong,0.0055409,0.5540922,,,,,,,
2576,2576,114021288,Robertson - Fitzroy Falls,0.0399037,3.9903735,,,,,,,
2577,2577,107031136,Albion Park - Macquarie Pass,0.0001405,0.0140539,,,,,,,
2577,2577,114011272,Berry - Kangaroo Valley,0.0869129,8.6912909,,,,,,,
2577,2577,114011277,North Nowra - Bomaderry,0.000685,0.0685018,,,,,,,
2577,2577,114021287,Moss Vale - Berrima,0.6273458,62.7345815,,,,,,,
2577,2577,114021288,Robertson - Fitzroy Falls,0.2015789,20.15789,,,,,,,
2577,2577,114021289,Southern Highlands,0.083336,8.333601,,,,,,,
2578,2578,114021289,Southern Highlands,1.0,100.0,,,,,,,
2579,2579,101011002,Goulburn Region,0.5658275,56.582752,,,,,,,
2579,2579,114021289,Southern Highlands,0.4341725,43.417248,,,,,,,
2580,2580,101011001,Goulburn,0.7902333,79.023328,,,,,,,
2580,2580,101011002,Goulburn Region,0.1822945,18.2294454,,,,,,,
2580,2580,101021007,Braidwood,0.006952,0.6951956,,,,,,,
2580,2580,101021011,Queanbeyan Region,0.0197846,1.9784566,,,,,,,
2580,2580,103011061,Oberon,0.0007357,0.0735744,,,,,,,
2581,2581,101011002,Goulburn Region,0.3163529,31.6352877,,,,,,,
2581,2581,101011004,Yass Region,0.6694207,66.9420712,,,,,,,
2581,2581,101021011,Queanbeyan Region,0.0142264,1.4226411,,,,,,,
2582,2582,101011003,Yass,0.5425756,54.257559,,,,,,,
2582,2582,101011004,Yass Region,0.4574244,45.7424408,,,,,,,
2583,2583,101011002,Goulburn Region,0.9784508,97.84508,,,,,,,
2583,2583,101011006,Young Region,0.0200773,2.0077301,,,,,,,
2583,2583,103011060,Bathurst Region,0.0014719,0.1471899,,,,,,,
2584,2584,101011004,Yass Region,1.0,100.0,,,,,,,
2585,2585,101011006,Young Region,1.0,100.0,,,,,,,
2586,2586,101011004,Yass Region,0.0937005,9.3700543,,,,,,,
2586,2586,101011006,Young Region,0.9062995,90.6299457,,,,,,,
2587,2587,101011005,Young,0.0013074,0.1307405,,,,,,,
2587,2587,101011006,Young Region,0.9986926,99.8692595,,,,,,,
2588,2588,113031263,Cootamundra,1.0,100.0,,,,,,,
2590,2590,113031263,Cootamundra,0.9492253,94.9225266,,,,,,,
2590,2590,113031265,Junee,0.0507747,5.0774734,,,,,,,
2594,2594,101011005,Young,0.8929402,89.2940213,,,,,,,
2594,2594,101011006,Young Region,0.1003671,10.0367071,,,,,,,
