"Taxation statistics 2021–22 Individuals: Taxable income, by state/territory1 and postcode, 2021–22 income year2",,,,,,,,
State/ Territory1,Postcode,"Individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking by state5/ territory descending
WA ,6436,59,58,"4,250,921","72,050","64,376",697,139
WA ,6437,287,285,"28,660,238","99,861","91,841",185,27
WA ,6438,332,319,"22,530,218","67,862","57,834",916,200
WA ,6440,229,222,"15,579,314","68,032","58,747",903,198
WA ,6442,"1,282","1,265","114,279,874","89,142","75,240",294,50
WA ,6443,350,340,"20,626,121","58,932","51,444","1,587",313
WA ,6445,129,125,"8,193,327","63,514","48,230","1,224",260
WA ,6446,106,102,"7,364,093","69,473","60,537",827,176
WA ,6447,93,88,"8,299,928","89,247","70,717",292,49
WA ,6448,214,207,"13,460,964","62,902","47,382","1,275",272
WA ,6450,"8,370","8,247","600,321,037","71,723","55,230",710,142
WA ,6460,422,411,"26,551,164","62,917","50,800","1,274",271
WA ,6461,369,365,"26,216,602","71,048","52,936",741,149
WA ,6466,57,54,"3,549,589","62,273","52,169","1,322",282
WA ,6468,192,184,"15,931,742","82,978","59,548",371,64
WA ,6472,141,137,"9,167,282","65,016","51,695","1,107",241
WA ,6475,217,212,"13,892,872","64,022","49,724","1,184",249
WA ,6477,142,134,"9,552,406","67,270","63,484",953,214
WA ,6479,368,349,"25,510,054","69,321","54,109",835,180
WA ,6485,279,266,"19,125,546","68,550","54,461",879,192
WA ,6488,106,101,"7,094,539","66,930","47,940",973,217
WA ,6490,124,123,"6,427,410","51,834","48,470","2,185",351
WA ,6501,649,643,"44,790,187","69,014","56,047",853,184
WA ,6502,819,800,"51,132,954","62,433","50,945","1,305",279
WA ,6503,"1,465","1,436","93,158,613","63,590","48,790","1,214",258
WA ,6504,82,80,"5,028,980","61,329","50,030","1,391",290
WA ,6505,96,93,"5,341,080","55,636","45,527","1,874",334
WA ,6506,52,52,"3,141,911","60,421","60,081","1,465",295
WA ,6507,384,373,"26,609,130","69,295","54,205",836,181
WA ,6509,91,90,"6,153,260","67,618","52,918",930,207
WA ,6510,"1,193","1,173","79,374,494","66,534","53,162",996,222
WA ,6511,319,318,"19,059,130","59,746","46,904","1,519",306
WA ,6512,72,70,"4,212,105","58,501","44,117","1,617",316
WA ,6513,109,109,"6,239,056","57,239","51,989","1,736",324
WA ,6514,363,351,"21,776,125","59,989","46,780","1,495",303
WA ,6515,224,217,"16,951,136","75,675","57,708",551,102
WA ,6516,"1,368","1,349","90,216,608","65,948","46,004","1,047",231
WA ,6517,268,257,"16,189,332","60,408","50,896","1,468",297
WA ,6518,141,140,"8,065,270","57,201","42,645","1,739",325
WA ,6519,314,307,"18,480,099","58,854","49,067","1,593",314
WA ,6521,268,253,"16,733,549","62,439","46,580","1,304",278
WA ,6522,318,309,"23,869,469","75,061","57,902",575,105
WA ,6525,"2,135","2,100","150,648,977","70,562","49,573",768,157
WA ,6528,282,270,"20,667,068","73,287","40,355",643,123
WA ,6530,"20,336","20,134","1,394,044,335","68,551","54,838",878,191
WA ,6531,289,280,"20,043,376","69,354","51,037",833,179
WA ,6532,"3,852","3,808","281,657,355","73,120","60,100",652,125
WA ,6535,835,812,"51,250,208","61,377","46,171","1,388",289
WA ,6536,877,865,"55,125,057","62,856","46,399","1,277",273
WA ,6537,551,543,"33,287,887","60,414","48,016","1,467",296
WA ,6556,"1,339","1,327","98,188,510","73,330","56,531",640,121
WA ,6558,541,527,"42,895,692","79,290","51,670",443,78
WA ,6560,802,785,"50,589,453","63,079","56,512","1,262",270
WA ,6562,830,814,"55,838,992","67,276","56,431",952,213
WA ,6564,213,206,"14,420,827","67,703","58,432",927,206
WA ,6566,"2,182","2,136","143,942,590","65,968","50,113","1,043",230
WA ,6567,186,180,"10,788,595","58,003","41,889","1,658",319
WA ,6568,140,139,"9,810,037","70,072","53,566",793,167
WA ,6569,193,189,"16,689,242","86,473","55,070",326,55
WA ,6571,65,63,"7,631,013","117,400","71,300",88,11
WA ,6574,59,58,"4,414,569","74,823","71,402",581,106
WA ,6575,103,98,"7,129,079","69,214","67,747",841,182
WA ,6603,682,669,"45,332,317","66,470","54,025","1,002",224
WA ,6606,134,131,"8,371,387","62,473","46,045","1,301",277
WA ,6608,74,73,"6,740,223","91,084","67,948",268,42
WA ,6609,619,613,"48,982,532","79,132","63,599",447,80
WA ,6612,122,118,"8,468,159","69,411","48,076",831,178
WA ,6620,191,188,"11,641,172","60,949","54,020","1,421",291
WA ,6623,326,315,"22,931,217","70,341","50,456",781,163
WA ,6630,299,292,"19,032,071","63,652","49,249","1,207",254
WA ,6635,89,86,"5,063,311","56,891","42,342","1,764",326
WA ,6638,245,240,"15,943,604","65,076","50,992","1,102",239
WA ,6639,51,50,"4,752,039","93,177","62,229",250,39
WA ,6640,99,94,"4,700,901","47,484","45,106","2,426",355
WA ,6642,437,434,"27,387,000","62,670","50,383","1,293",276
WA ,6646,130,124,"6,959,114","53,532","47,113","2,053",345
WA ,6701,"2,954","2,912","187,302,670","63,406","51,900","1,235",264
WA ,6705,52,51,"3,755,506","72,221","71,243",692,137
WA ,6707,"2,154","2,136","156,818,108","72,803","52,796",667,131
WA ,6710,499,492,"47,184,011","94,557","80,989",232,36
WA ,6713,767,759,"86,866,195","113,254","92,488",112,15
WA ,6714,"10,431","10,353","1,066,646,192","102,257","86,822",169,23
WA ,6716,353,349,"40,127,456","113,676","129,525",107,14
WA ,6718,287,280,"15,685,455","54,653","40,545","1,968",340
WA ,6720,"1,311","1,300","132,605,980","101,149","95,823",175,25
WA ,6721,"2,749","2,729","330,945,958","120,388","99,772",82,9
WA ,6722,"6,477","6,414","619,947,044","95,715","83,222",217,34
WA ,6725,"7,498","7,414","544,447,238","72,612","63,024",675,133
WA ,6726,"2,637","2,608","192,415,796","72,968","60,133",659,128
WA ,6728,"2,099","2,069","133,132,652","63,427","55,775","1,232",263
WA ,6740,486,479,"27,905,519","57,419","47,675","1,723",323
WA ,6743,"3,716","3,694","262,232,050","70,568","59,989",767,156
WA ,6751,"1,734","1,721","176,041,368","101,523","102,491",174,24
WA ,6753,"2,739","2,716","266,681,212","97,364","86,176",199,30
WA ,6754,797,792,"87,582,543","109,890","118,093",127,19
WA ,6760,116,115,"7,341,986","63,293","58,257","1,244",267
WA ,6765,980,968,"52,323,854","53,392","40,033","2,066",347
WA ,6770,927,909,"48,302,105","52,106","41,888","2,162",349
WA ,6798,838,827,"70,349,409","83,949","83,493",357,60
WA ,6799,274,274,"17,050,669","62,229","57,409","1,324",283
WA ,6872,128,125,"15,557,806","121,545","76,915",77,8
WA ,6904,104,102,"13,153,189","126,473","48,823",65,6
WA ,6910,54,53,"4,911,461","90,953","51,832",270,43
WA ,6919,52,51,"3,768,359","72,468","59,453",680,135
WA ,6920,166,161,"13,622,439","82,063","75,602",386,70
WA ,6936,78,75,"5,029,002","64,474","53,208","1,146",244
WA ,6951,74,73,"6,978,521","94,304","74,490",235,37
WA ,6959,52,52,"5,024,180","96,619","69,566",208,32
WA ,6985,56,54,"5,930,729","105,906","85,714",150,22
