"Taxation statistics 2021–22 Individuals: Taxable income, by state/territory1 and postcode, 2021–22 income year2",,,,,,,,
State/ Territory1,Postcode,"Individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking by state5/ territory descending
QLD,4403,462,433,"24,948,780","54,002","46,386","2,014",308
QLD,4404,291,269,"15,758,581","54,153","46,850","1,998",305
QLD,4405,"8,641","8,482","502,799,647","58,188","50,017","1,640",243
QLD,4406,719,661,"31,125,340","43,290","40,123","2,551",408
QLD,4407,351,339,"17,306,497","49,306","46,951","2,336",354
QLD,4408,397,363,"17,757,842","44,730","37,738","2,508",394
QLD,4410,694,659,"30,493,186","43,938","36,185","2,534",402
QLD,4411,169,157,"8,092,583","47,885","42,182","2,405",366
QLD,4412,144,135,"7,224,172","50,168","45,602","2,287",348
QLD,4413,"4,819","4,698","297,422,560","61,719","49,604","1,358",201
QLD,4415,"1,191","1,151","65,929,929","55,357","47,527","1,904",291
QLD,4416,298,286,"18,041,692","60,543","54,297","1,452",217
QLD,4417,335,325,"17,601,324","52,541","45,485","2,133",323
QLD,4418,63,57,"2,666,239","42,321","35,778","2,570",413
QLD,4419,543,503,"21,512,201","39,617","43,762","2,601",424
QLD,4420,738,700,"50,176,780","67,990","49,782",909,125
QLD,4421,"1,050","1,000","42,374,164","40,356","36,999","2,592",420
QLD,4422,305,271,"17,122,014","56,138","41,272","1,832",277
QLD,4423,132,111,"3,679,439","27,875","23,763","2,626",433
QLD,4424,125,114,"6,952,118","55,617","36,598","1,877",282
QLD,4425,145,130,"10,300,507","71,038","34,210",743,100
QLD,4426,70,64,"3,088,601","44,123","40,238","2,529",400
QLD,4427,195,178,"9,113,390","46,735","44,863","2,446",377
QLD,4428,396,372,"13,740,576","34,698","37,522","2,616",428
QLD,4454,475,464,"28,399,532","59,788","49,509","1,515",228
QLD,4455,"5,480","5,363","348,372,717","63,572","54,538","1,216",172
QLD,4462,54,49,"2,448,872","45,349","26,195","2,491",391
QLD,4465,746,708,"40,754,846","54,631","43,075","1,972",300
QLD,4467,107,95,"4,874,073","45,552","48,787","2,485",389
QLD,4468,218,204,"11,094,401","50,892","36,926","2,244",342
QLD,4470,"2,032","1,988","117,910,839","58,027","52,907","1,655",244
QLD,4472,817,780,"48,077,252","58,846","47,714","1,594",239
QLD,4477,270,261,"15,005,449","55,576","45,965","1,882",285
QLD,4478,303,290,"19,798,411","65,341","47,625","1,090",151
QLD,4480,489,479,"27,120,663","55,461","50,227","1,894",288
QLD,4481,80,79,"5,509,928","68,874","54,959",861,118
QLD,4482,77,77,"4,990,483","64,811","58,067","1,119",154
QLD,4486,405,380,"20,994,510","51,838","44,224","2,184",335
QLD,4487,"1,876","1,811","108,176,711","57,663","48,845","1,698",252
QLD,4488,118,114,"7,485,042","63,433","42,662","1,231",173
QLD,4490,701,675,"36,131,320","51,543","44,826","2,206",336
QLD,4491,52,49,"2,218,349","42,661","37,979","2,565",412
QLD,4492,167,166,"11,157,926","66,814","59,153",984,130
QLD,4494,90,81,"3,197,850","35,532","39,420","2,613",426
QLD,4496,172,161,"9,739,368","56,624","53,244","1,792",271
QLD,4497,212,195,"14,552,562","68,644","43,008",872,119
QLD,4498,122,114,"4,046,084","33,165","40,538","2,617",429
QLD,4500,"28,380","28,094","1,823,219,523","64,243","55,890","1,164",162
QLD,4501,"3,784","3,741","219,386,653","57,977","53,783","1,660",246
QLD,4502,"5,290","5,237","325,210,043","61,476","54,190","1,378",204
QLD,4503,"32,390","31,970","1,941,691,026","59,947","53,682","1,504",226
QLD,4504,"13,071","12,936","844,759,534","64,629","56,881","1,136",158
QLD,4505,"16,004","15,824","982,538,251","61,393","53,252","1,386",205
QLD,4506,"14,982","14,764","817,169,307","54,543","48,076","1,977",302
QLD,4507,"10,617","10,473","587,731,285","55,358","40,505","1,903",290
QLD,4508,"10,388","10,217","543,772,195","52,346","46,870","2,142",325
QLD,4509,"23,381","23,106","1,583,551,301","67,728","56,801",924,126
QLD,4510,"31,132","30,624","1,637,203,102","52,589","46,468","2,128",322
QLD,4511,"5,383","5,306","294,628,427","54,733","45,163","1,961",297
QLD,4512,"2,295","2,268","145,009,485","63,185","49,992","1,250",179
QLD,4514,"4,434","4,352","255,581,375","57,641","48,764","1,701",253
QLD,4515,"2,780","2,736","157,565,828","56,678","49,971","1,784",268
QLD,4516,"2,862","2,827","179,882,155","62,852","52,786","1,278",186
QLD,4517,539,530,"33,654,628","62,439","53,158","1,303",190
QLD,4518,"3,534","3,478","212,390,661","60,099","49,211","1,486",220
QLD,4519,"5,680","5,606","326,165,852","57,424","47,203","1,722",258
QLD,4520,"9,137","9,017","846,708,231","92,668","61,280",255,23
QLD,4521,"3,358","3,307","247,212,388","73,619","56,636",623,84
QLD,4550,"3,094","3,063","182,328,880","58,930","48,746","1,588",238
QLD,4551,"42,358","41,897","2,659,014,922","62,775","49,168","1,286",187
QLD,4552,"5,504","5,415","317,729,175","57,727","38,048","1,688",249
QLD,4553,"7,762","7,704","513,538,521","66,161","54,327","1,028",138
QLD,4554,"1,284","1,262","77,820,605","60,608","44,548","1,446",215
QLD,4555,"5,199","5,136","335,985,569","64,625","49,705","1,137",159
QLD,4556,"29,684","29,398","2,067,439,512","69,648","49,567",813,107
QLD,4557,"13,222","13,098","889,726,118","67,291","51,245",950,128
QLD,4558,"15,147","14,996","937,157,889","61,871","48,112","1,346",197
QLD,4559,"4,622","4,590","291,769,214","63,126","49,759","1,256",180
QLD,4560,"22,238","21,973","1,280,686,370","57,590","47,046","1,708",255
QLD,4561,"5,966","5,892","381,863,958","64,007","49,682","1,186",166
QLD,4562,"5,993","5,919","397,718,076","66,364","45,313","1,011",134
QLD,4563,"6,139","6,047","374,749,257","61,044","44,196","1,412",211
QLD,4564,"7,510","7,413","472,705,987","62,944","47,216","1,271",183
QLD,4565,"9,046","8,943","514,246,775","56,848","43,510","1,771",266
QLD,4566,"5,801","5,720","459,831,213","79,268","43,843",445,57
QLD,4567,"8,248","8,125","731,861,953","88,732","48,704",301,33
QLD,4568,"2,382","2,351","132,691,350","55,706","44,024","1,868",281
QLD,4569,"1,087","1,062","56,850,220","52,300","39,458","2,145",326
QLD,4570,"25,886","25,395","1,328,431,773","51,319","42,387","2,216",338
QLD,4571,516,509,"25,726,270","49,857","39,739","2,308",350
QLD,4572,"2,948","2,915","238,855,830","81,023","51,832",407,50
QLD,4573,"20,010","19,781","1,447,781,565","72,353","49,596",685,90
QLD,4574,871,852,"46,682,388","53,596","40,746","2,045",314
QLD,4575,"18,312","18,131","1,369,003,181","74,760","51,974",583,81
QLD,4580,"2,355","2,311","106,860,902","45,376","33,074","2,490",390
QLD,4581,796,785,"42,192,139","53,005","41,300","2,093",316
QLD,4600,462,439,"20,056,831","43,413","38,371","2,548",407
QLD,4601,648,617,"30,642,026","47,287","33,509","2,432",372
QLD,4605,"2,212","2,153","103,305,334","46,702","39,351","2,448",378
QLD,4606,"1,305","1,272","60,447,824","46,320","43,811","2,464",384
QLD,4608,523,503,"24,965,899","47,736","41,303","2,416",367
QLD,4610,"8,474","8,285","447,053,922","52,756","44,409","2,115",320
QLD,4611,80,79,"2,196,846","27,461","23,877","2,627",434
QLD,4612,166,149,"5,790,578","34,883","28,675","2,614",427
QLD,4613,369,355,"14,343,701","38,872","34,380","2,602",425
QLD,4614,527,513,"23,274,723","44,165","37,337","2,528",399
QLD,4615,"3,372","3,288","164,943,979","48,916","39,613","2,358",357
QLD,4620,246,237,"9,922,830","40,337","35,729","2,593",421
QLD,4621,910,876,"39,734,151","43,664","33,260","2,542",405
QLD,4625,"1,589","1,548","77,300,896","48,648","41,657","2,376",360
QLD,4626,"1,461","1,391","64,429,882","44,100","37,278","2,530",401
QLD,4627,401,379,"17,846,282","44,504","36,172","2,516",395
QLD,4630,"1,362","1,311","60,326,963","44,293","37,381","2,525",397
QLD,4650,"17,345","17,089","874,234,997","50,403","43,658","2,274",347
QLD,4655,"34,815","34,340","1,919,260,958","55,127","43,847","1,930",294
QLD,4659,"2,510","2,460","114,712,767","45,702","35,953","2,479",388
QLD,4660,"4,339","4,210","210,521,667","48,518","38,189","2,381",361
QLD,4662,395,389,"18,843,532","47,705","41,478","2,418",368
QLD,4670,"46,766","46,127","2,648,432,081","56,632","45,831","1,791",270
QLD,4671,"3,335","3,208","146,480,273","43,922","33,870","2,535",403
QLD,4673,389,369,"18,306,347","47,060","39,672","2,439",374
QLD,4674,842,813,"39,893,135","47,379","35,795","2,430",371
QLD,4676,95,93,"6,307,454","66,394","33,102","1,006",133
QLD,4677,"2,598","2,561","152,046,990","58,525","40,243","1,614",241
QLD,4678,480,469,"28,782,760","59,964","43,665","1,503",225
QLD,4680,"32,760","32,366","2,435,796,980","74,353","60,149",594,82
QLD,4694,106,103,"6,553,487","61,825","51,339","1,350",198
QLD,4695,645,628,"41,722,207","64,686","56,456","1,131",157
QLD,4697,82,79,"4,852,713","59,179","50,972","1,564",235
QLD,4699,271,259,"17,952,298","66,245","49,885","1,017",136
QLD,4700,"9,641","9,522","691,046,489","71,678","55,277",714,96
QLD,4701,"25,561","25,302","1,659,611,408","64,927","55,011","1,114",153
QLD,4702,"17,028","16,612","1,111,139,786","65,254","54,577","1,094",152
QLD,4703,"15,258","15,082","1,123,053,464","73,604","55,607",624,85
QLD,4704,86,82,"6,582,456","76,540","54,081",528,71
QLD,4705,254,240,"10,346,518","40,734","45,327","2,588",418
QLD,4707,108,106,"16,989,308","157,308","56,685",27,2
QLD,4709,438,434,"40,140,125","91,644","76,576",265,25
QLD,4710,"2,924","2,883","187,682,536","64,187","49,096","1,171",163
QLD,4711,"1,122","1,113","85,796,471","76,467","63,401",533,73
QLD,4712,204,198,"12,858,015","63,029","51,708","1,265",182
QLD,4713,291,286,"13,832,498","47,534","42,098","2,424",369
QLD,4714,"1,267","1,241","65,956,671","52,057","43,375","2,166",331
QLD,4715,"4,166","4,074","287,172,609","68,932","55,571",858,117
QLD,4716,522,501,"28,881,738","55,329","46,224","1,910",292
QLD,4717,"2,700","2,670","247,753,138","91,760","81,017",263,24
QLD,4718,"1,341","1,303","101,282,442","75,528","57,665",558,78
QLD,4719,622,597,"38,363,326","61,677","51,444","1,360",202
QLD,4720,"9,479","9,343","747,501,591","78,859","62,836",457,58
QLD,4721,"2,188","2,138","160,176,457","73,207","59,739",648,86
QLD,4722,"1,057","1,010","73,602,292","69,633","58,688",814,108
QLD,4723,873,841,"58,009,969","66,449","52,152","1,004",132
QLD,4724,391,380,"23,905,763","61,140","50,600","1,403",209
QLD,4725,876,858,"55,121,651","62,924","54,559","1,273",185
QLD,4726,244,231,"11,880,533","48,691","42,127","2,373",358
QLD,4727,177,169,"5,817,042","32,865","42,291","2,618",430
QLD,4728,123,116,"3,553,391","28,889","43,788","2,625",432
QLD,4730,"1,918","1,868","119,023,263","62,056","55,089","1,334",195
QLD,4731,102,99,"4,119,392","40,386","41,983","2,591",419
QLD,4732,85,83,"2,576,069","30,307","33,402","2,623",431
QLD,4735,701,681,"42,215,789","60,222","51,957","1,472",218
QLD,4736,90,88,"6,778,408","75,316","60,582",566,80
QLD,4737,"5,176","5,115","376,084,035","72,659","57,938",672,88
QLD,4738,720,699,"47,367,914","65,789","51,068","1,059",144
QLD,4739,216,213,"11,266,013","52,157","44,362","2,157",328
QLD,4740,"54,625","54,172","4,161,738,847","76,187","60,932",543,74
QLD,4741,"4,303","4,233","306,685,459","71,272","56,225",728,97
QLD,4742,600,583,"49,770,259","82,950","68,481",372,42
QLD,4743,237,232,"21,701,010","91,565","80,006",266,26
QLD,4744,"5,011","4,964","520,236,843","103,819","88,563",162,12
QLD,4745,"1,462","1,452","139,482,016","95,405","82,315",223,21
QLD,4746,845,834,"82,000,793","97,042","87,212",204,18
QLD,4750,"3,637","3,601","265,268,255","72,936","60,527",662,87
QLD,4751,"2,960","2,940","226,854,843","76,640","63,942",524,69
QLD,4753,"2,869","2,844","228,652,848","79,698","66,133",434,55
QLD,4754,"1,468","1,443","104,488,738","71,178","60,894",730,98
QLD,4756,391,378,"22,463,664","57,452","46,467","1,720",256
QLD,4757,198,195,"11,140,827","56,267","39,609","1,823",275
QLD,4798,471,460,"29,075,839","61,732","49,377","1,357",200
QLD,4799,683,664,"39,433,263","57,735","42,803","1,687",248
QLD,4800,"6,377","6,285","417,441,653","65,461","51,450","1,079",149
QLD,4801,115,114,"6,284,504","54,648","49,524","1,969",299
QLD,4802,"7,890","7,799","511,243,298","64,796","50,499","1,122",155
QLD,4803,754,746,"42,932,620","56,940","52,921","1,759",263
QLD,4804,"1,099","1,082","76,375,540","69,495","51,832",824,110
QLD,4805,"7,013","6,933","444,347,792","63,361","47,916","1,237",175
QLD,4806,"2,231","2,208","134,067,491","60,093","52,174","1,487",221
QLD,4807,"6,617","6,545","417,561,863","63,104","51,771","1,258",181
QLD,4808,701,691,"39,305,429","56,071","50,320","1,838",279
QLD,4809,592,580,"35,374,475","59,754","52,163","1,518",229
QLD,4810,"14,141","14,025","1,188,336,562","84,035","61,751",355,38
QLD,4811,"7,801","7,733","550,244,198","70,535","59,965",770,102
QLD,4812,"11,438","11,344","735,700,711","64,321","54,845","1,158",161
QLD,4813,287,287,"20,078,202","69,959","71,325",800,105
QLD,4814,"26,917","26,698","1,768,373,366","65,697","55,579","1,066",146
QLD,4815,"11,958","11,841","707,737,584","59,185","52,829","1,563",234
QLD,4816,"5,156","5,060","326,382,913","63,302","52,111","1,242",176
QLD,4817,"19,040","18,890","1,246,967,006","65,492","57,740","1,076",148
QLD,4818,"20,302","20,134","1,390,779,768","68,505","61,831",883,121
QLD,4819,"1,555","1,532","80,636,824","51,856","39,504","2,179",334
QLD,4820,"5,604","5,511","356,519,376","63,619","52,903","1,210",171
QLD,4821,874,845,"50,713,499","58,025","51,173","1,657",245
QLD,4822,536,523,"37,766,330","70,460","54,060",776,103
QLD,4823,523,502,"41,579,582","79,502","51,165",437,56
QLD,4824,"1,595","1,576","130,276,686","81,678","65,761",392,46
QLD,4825,"11,361","11,268","931,108,030","81,957","71,448",388,44
QLD,4828,105,105,"6,688,967","63,704","46,383","1,204",170
QLD,4829,283,281,"19,602,315","69,266","61,934",839,113
QLD,4830,596,590,"29,244,155","49,067","35,002","2,349",356
QLD,4849,777,767,"38,351,181","49,358","39,262","2,335",353
QLD,4850,"6,247","6,156","347,428,951","55,615","47,011","1,878",283
QLD,4852,"2,574","2,537","140,474,872","54,575","42,946","1,975",301
QLD,4854,"3,400","3,353","177,234,654","52,128","44,669","2,160",329
QLD,4855,481,476,"22,359,937","46,486","40,516","2,458",381
QLD,4856,390,372,"19,677,402","50,455","44,852","2,268",345
QLD,4858,900,883,"51,256,728","56,952","48,323","1,757",262
QLD,4859,329,325,"15,778,214","47,958","42,897","2,403",365
QLD,4860,"6,339","6,232","330,877,640","52,197","43,570","2,153",327
QLD,4861,852,844,"46,419,836","54,483","46,915","1,983",304
QLD,4865,"5,296","5,247","326,278,413","61,608","53,897","1,366",203
QLD,4868,"13,245","13,129","784,416,236","59,224","51,333","1,560",233
QLD,4869,"12,255","12,146","726,669,358","59,296","53,282","1,553",231
QLD,4870,"45,910","45,488","2,935,667,883","63,944","51,414","1,191",167
QLD,4871,"5,957","5,832","309,529,548","51,961","41,380","2,171",333
QLD,4872,"2,543","2,455","125,745,436","49,448","40,660","2,331",352
QLD,4873,"4,236","4,164","217,552,727","51,358","43,198","2,212",337
QLD,4874,"3,183","3,161","274,423,223","86,215","81,418",329,35
QLD,4875,"3,125","3,084","187,444,152","59,982","50,320","1,497",224
QLD,4876,"1,120","1,112","59,066,667","52,738","44,442","2,119",321
QLD,4877,"3,751","3,702","209,851,700","55,946","45,158","1,847",280
QLD,4878,"9,435","9,348","590,018,201","62,535","51,900","1,298",189
QLD,4879,"14,134","14,006","937,287,258","66,314","54,441","1,012",135
QLD,4880,"8,284","8,155","439,028,097","52,997","45,578","2,094",317
QLD,4881,"2,858","2,821","158,712,477","55,533","42,477","1,886",286
QLD,4882,"2,005","1,965","114,858,291","57,286","48,128","1,734",260
QLD,4883,"5,157","5,047","270,763,233","52,504","44,533","2,137",324
QLD,4884,"1,349","1,311","75,802,411","56,192","44,972","1,828",276
QLD,4885,"2,513","2,458","141,935,348","56,480","42,671","1,805",273
QLD,4886,532,510,"24,537,391","46,123","36,252","2,473",387
QLD,4887,"1,028","1,020","47,432,332","46,140","37,807","2,470",386
QLD,4888,"1,456","1,412","67,575,454","46,412","37,426","2,460",382
QLD,4890,765,758,"44,937,692","58,742","53,907","1,598",240
QLD,4891,328,326,"18,240,079","55,610","51,069","1,879",284
QLD,4892,"1,635","1,609","76,808,453","46,978","36,004","2,441",376
QLD,4895,"2,352","2,301","125,318,445","53,282","46,391","2,074",315
QLD,9726,123,121,"7,881,711","64,079","44,781","1,178",165
SA ,5000,"13,078","12,693","807,870,374","61,773","42,296","1,355",116
SA ,5001,135,134,"17,012,741","126,020","46,370",67,2
SA ,5006,"4,414","4,358","568,081,305","128,700","61,608",62,1
SA ,5007,"5,271","5,221","353,236,801","67,015","57,132",972,77
SA ,5008,"8,606","8,525","521,916,206","60,646","52,189","1,440",127
SA ,5009,"3,415","3,380","207,076,772","60,637","53,030","1,443",128
SA ,5010,"3,159","3,113","164,125,071","51,955","47,066","2,173",255
SA ,5011,"8,973","8,881","569,025,704","63,415","56,133","1,233",105
SA ,5012,"6,570","6,492","322,407,421","49,073","44,513","2,348",287
SA ,5013,"5,941","5,884","318,596,278","53,627","49,564","2,041",234
SA ,5014,"7,493","7,442","444,172,477","59,278","53,868","1,555",151
SA ,5015,"3,991","3,949","260,108,087","65,174","57,328","1,097",91
SA ,5016,"5,711","5,678","384,016,319","67,242","57,670",956,74
SA ,5017,"2,686","2,653","156,287,296","58,186","50,582","1,642",161
SA ,5018,"3,548","3,513","230,136,694","64,864","54,422","1,116",92
SA ,5019,"5,580","5,532","385,233,946","69,038","55,533",851,66
SA ,5020,"2,076","2,052","158,842,181","76,514","54,907",531,34
SA ,5021,"4,457","4,408","320,720,976","71,959","53,726",700,54
SA ,5022,"10,546","10,452","936,929,259","88,842","59,802",299,17
SA ,5023,"10,808","10,709","631,436,973","58,423","51,727","1,624",157
SA ,5024,"9,335","9,250","654,923,203","70,158","54,139",790,61
SA ,5025,"5,708","5,657","377,508,587","66,137","54,226","1,034",82
SA ,5031,"6,529","6,474","430,326,724","65,910","53,643","1,049",85
SA ,5032,"8,668","8,582","578,902,134","66,786","53,468",985,80
SA ,5033,"5,657","5,593","327,442,514","57,883","50,857","1,673",165
SA ,5034,"6,773","6,725","602,694,394","88,985","60,438",296,16
SA ,5035,"4,183","4,146","280,666,529","67,097","55,631",968,75
SA ,5037,"7,428","7,357","459,226,260","61,824","52,962","1,351",115
SA ,5038,"11,525","11,412","686,595,964","59,574","52,428","1,532",144
SA ,5039,"5,625","5,575","358,077,653","63,658","53,973","1,206",102
SA ,5040,"1,415","1,406","98,599,737","69,682","49,362",809,62
SA ,5041,"8,608","8,541","667,717,020","77,569","58,135",498,31
SA ,5042,"7,421","7,327","422,788,288","56,972","48,556","1,756",182
SA ,5043,"12,278","12,153","697,784,875","56,832","49,788","1,773",186
SA ,5044,"7,464","7,409","616,438,723","82,588","58,762",382,22
SA ,5045,"10,837","10,753","874,081,919","80,657","57,113",417,24
SA ,5046,"5,929","5,874","366,686,141","61,846","53,616","1,349",114
SA ,5047,"5,337","5,285","309,969,775","58,079","50,637","1,651",163
SA ,5048,"9,575","9,496","702,202,928","73,337","55,021",639,48
SA ,5049,"6,684","6,646","484,663,412","72,511","55,044",678,53
SA ,5050,"3,707","3,671","249,439,201","67,289","52,293",951,73
SA ,5051,"9,975","9,908","737,481,478","73,933","59,858",608,42
SA ,5052,"4,280","4,245","332,067,455","77,586","58,929",496,30
SA ,5061,"6,752","6,682","784,588,285","116,201","67,040",94,3
SA ,5062,"10,172","10,049","964,726,802","94,841","60,417",227,12
SA ,5063,"8,098","8,009","668,464,681","82,547","58,249",383,23
SA ,5064,"6,833","6,748","698,261,194","102,190","58,567",170,6
SA ,5065,"7,297","7,199","709,616,488","97,248","57,890",200,9
SA ,5066,"8,356","8,237","836,167,682","100,068","61,960",183,8
SA ,5067,"7,375","7,275","643,679,076","87,279","59,177",316,19
SA ,5068,"8,232","8,158","759,429,149","92,253","57,296",258,15
SA ,5069,"5,547","5,490","556,364,559","100,300","62,283",181,7
SA ,5070,"9,691","9,564","669,187,541","69,052","52,703",850,65
SA ,5071,88,87,"8,184,877","93,010","60,047",252,14
SA ,5072,"8,969","8,836","683,395,932","76,195","55,047",542,38
SA ,5073,"10,652","10,500","683,470,204","64,164","52,227","1,172",98
SA ,5074,"8,869","8,748","515,703,734","58,147","50,637","1,645",162
SA ,5075,"7,055","6,975","416,063,890","58,974","50,802","1,582",152
SA ,5076,"6,328","6,255","408,276,003","64,519","52,830","1,144",95
SA ,5081,"6,573","6,519","757,523,319","115,248","62,795",97,4
SA ,5082,"10,530","10,426","814,551,592","77,355","58,263",507,33
SA ,5083,"5,148","5,091","340,079,772","66,061","54,601","1,038",83
SA ,5084,"6,131","6,033","304,073,538","49,596","45,064","2,321",281
SA ,5085,"14,908","14,738","886,717,147","59,479","52,637","1,542",148
SA ,5086,"10,637","10,506","611,284,780","57,468","50,969","1,719",175
SA ,5087,"7,870","7,771","462,101,253","58,717","52,137","1,601",153
SA ,5088,"2,271","2,240","122,372,207","53,885","47,888","2,020",228
SA ,5089,"4,497","4,458","298,068,203","66,282","53,277","1,016",81
SA ,5090,"4,550","4,504","252,463,276","55,486","48,921","1,890",205
SA ,5091,"4,898","4,864","301,879,874","61,633","53,462","1,362",117
SA ,5092,"11,088","10,970","616,506,045","55,601","50,116","1,881",203
SA ,5093,"5,525","5,465","294,452,805","53,295","48,711","2,072",240
SA ,5094,564,557,"27,152,356","48,142","43,412","2,397",297
SA ,5095,"13,304","13,136","796,778,975","59,890","52,091","1,507",140
SA ,5096,"8,244","8,145","460,230,626","55,826","49,130","1,855",196
SA ,5097,"8,333","8,259","484,871,319","58,187","52,700","1,641",160
SA ,5098,"7,205","7,125","390,275,672","54,167","49,084","1,995",221
SA ,5106,63,63,"2,958,658","46,963","37,753","2,442",304
SA ,5107,"9,942","9,818","500,316,052","50,323","46,236","2,281",277
SA ,5108,"22,407","22,140","1,107,758,176","49,438","46,887","2,332",285
SA ,5109,"11,254","11,154","608,566,189","54,076","48,921","2,006",224
SA ,5110,"4,893","4,821","260,048,733","53,147","47,885","2,088",244
SA ,5111,233,233,"17,093,968","73,365","70,728",636,47
SA ,5112,"9,299","9,153","446,492,279","48,015","43,786","2,400",298
SA ,5113,"8,405","8,248","365,353,145","43,469","40,388","2,547",318
SA ,5114,"20,758","20,500","1,155,947,497","55,687","50,809","1,870",200
SA ,5115,"7,680","7,592","409,091,680","53,267","51,102","2,076",241
SA ,5116,"6,132","6,064","359,014,100","58,548","52,408","1,613",156
SA ,5117,"2,863","2,845","192,015,831","67,068","59,422",969,76
SA ,5118,"11,797","11,680","724,956,481","61,453","53,256","1,379",120
SA ,5120,"1,899","1,878","116,798,196","61,505","53,203","1,375",119
SA ,5121,"1,363","1,342","74,675,440","54,788","50,766","1,956",214
SA ,5125,"12,409","12,334","838,875,652","67,602","57,012",931,71
SA ,5126,"4,571","4,533","276,182,044","60,420","54,687","1,466",135
SA ,5127,"4,955","4,913","302,208,932","60,991","54,060","1,416",124
SA ,5131,665,660,"47,555,931","71,513","51,721",721,56
SA ,5132,308,305,"23,131,197","75,101","50,827",573,39
SA ,5133,272,270,"20,769,432","76,358","58,301",537,36
SA ,5134,283,280,"19,477,436","68,825","54,890",865,68
SA ,5136,336,328,"24,836,829","73,919","57,352",609,43
SA ,5137,367,363,"31,485,385","85,791","55,717",335,20
SA ,5138,204,202,"13,331,037","65,348","49,187","1,089",89
SA ,5139,163,160,"11,506,151","70,590","54,932",766,60
SA ,5140,305,303,"23,784,499","77,982","63,015",487,29
SA ,5141,462,460,"36,430,772","78,854","55,880",458,26
SA ,5142,417,416,"31,850,272","76,380","57,624",536,35
SA ,5144,243,242,"20,807,009","85,626","56,526",338,21
SA ,5151,279,278,"26,280,772","94,196","61,975",236,13
SA ,5152,"4,295","4,253","416,313,906","96,930","65,878",205,10
SA ,5153,"4,314","4,260","334,476,078","77,533","52,017",500,32
SA ,5154,"2,275","2,260","216,235,269","95,048","63,642",226,11
SA ,5155,"2,514","2,487","174,769,399","69,518","57,317",822,63
SA ,5156,641,637,"46,987,955","73,304","59,621",641,49
SA ,5157,"2,041","2,027","138,176,080","67,700","51,498",928,70
SA ,5158,"15,873","15,755","976,512,188","61,520","54,482","1,372",118
SA ,5159,"20,968","20,799","1,303,264,444","62,155","53,387","1,330",111
SA ,5160,117,117,"8,079,241","69,053","50,231",849,64
SA ,5161,"5,907","5,854","323,199,562","54,715","50,180","1,963",215
SA ,5162,"20,269","20,083","1,086,146,562","53,587","48,996","2,048",235
SA ,5163,"7,870","7,773","425,052,316","54,009","47,584","2,012",226
SA ,5164,"2,281","2,242","102,572,826","44,968","41,482","2,501",312
SA ,5165,"3,418","3,377","182,556,545","53,410","46,648","2,064",238
SA ,5166,"1,005",987,"52,465,318","52,204","46,550","2,152",253
SA ,5167,"3,877","3,850","230,942,601","59,567","51,083","1,533",145
SA ,5168,"3,191","3,157","174,403,521","54,655","49,320","1,967",217
SA ,5169,"12,082","11,973","698,270,140","57,794","51,557","1,682",167
SA ,5170,759,744,"41,044,622","54,077","46,240","2,004",222
SA ,5171,"3,914","3,873","242,578,953","61,977","49,003","1,341",112
SA ,5172,"2,782","2,740","173,587,273","62,397","46,534","1,310",108
SA ,5173,"7,486","7,411","402,887,537","53,819","46,151","2,024",230
SA ,5174,"1,775","1,763","100,532,406","56,638","49,609","1,790",187
SA ,5201,"1,499","1,483","90,338,512","60,266","50,572","1,471",136
SA ,5202,574,565,"31,160,706","54,287","44,125","1,989",219
SA ,5203,740,724,"35,944,855","48,574","38,886","2,379",293
SA ,5204,"1,805","1,768","87,155,933","48,286","37,500","2,392",295
SA ,5210,"1,235","1,209","71,349,877","57,773","47,111","1,683",168
SA ,5211,"8,939","8,808","447,641,539","50,077","39,196","2,293",279
SA ,5212,"1,201","1,187","63,580,130","52,939","41,071","2,100",246
SA ,5213,788,782,"60,114,218","76,287","44,386",539,37
SA ,5214,"4,782","4,711","231,456,415","48,402","37,357","2,387",294
SA ,5220,218,210,"10,155,135","46,583","41,778","2,454",306
SA ,5221,205,204,"9,136,850","44,570","35,850","2,512",313
SA ,5222,460,458,"28,079,024","61,041","43,974","1,413",122
SA ,5223,"2,290","2,244","111,965,402","48,893","41,841","2,359",290
SA ,5231,728,722,"56,809,964","78,036","57,806",486,28
SA ,5232,288,281,"19,273,629","66,922","51,459",974,78
SA ,5233,944,935,"61,987,465","65,665","50,757","1,068",86
SA ,5234,880,862,"52,835,888","60,041","50,156","1,491",139
SA ,5235,"1,530","1,499","88,033,032","57,538","47,592","1,714",172
SA ,5236,177,170,"9,346,420","52,805","44,480","2,113",247
SA ,5237,210,196,"10,397,056","49,510","42,534","2,326",284
SA ,5238,"2,274","2,231","102,936,485","45,267","37,420","2,493",308
SA ,5240,372,362,"20,686,806","55,610","44,977","1,880",202
SA ,5241,"1,592","1,579","94,727,144","59,502","50,043","1,539",147
SA ,5242,"1,041","1,030","73,878,531","70,969","55,945",747,57
SA ,5243,617,615,"49,720,330","80,584","52,574",420,25
SA ,5244,"2,783","2,738","178,214,936","64,037","49,865","1,182",100
SA ,5245,"2,014","1,993","144,397,888","71,697","50,923",713,55
SA ,5250,"2,390","2,375","169,080,682","70,745","56,595",758,58
