Australian Bureau of Statistics,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA4_CODE_2011,SA4_NAME_2011,RATIO,PERCENTAGE,,,,,,,
2878,2878,105,Far West and Orana,0.8502832,85.0283245,,,,,,,
2878,2878,109,Murray,0.1497168,14.9716755,,,,,,,
2879,2879,105,Far West and Orana,1.0,100.0,,,,,,,
2880,2880,105,Far West and Orana,1.0,100.0,,,,,,,
2898,2898,108,Mid North Coast,1.0,100.0,,,,,,,
2900,2900,101,Capital Region,0.0026987,0.2698709,,,,,,,
2900,2900,801,Australian Capital Territory,0.9973013,99.7301291,,,,,,,
2902,2902,801,Australian Capital Territory,1.0,100.0,,,,,,,
2903,2903,801,Australian Capital Territory,1.0,100.0,,,,,,,
2904,2904,801,Australian Capital Territory,1.0,100.0,,,,,,,
2905,2905,801,Australian Capital Territory,1.0,100.0,,,,,,,
2906,2906,801,Australian Capital Territory,1.0,100.0,,,,,,,
2911,2911,801,Australian Capital Territory,1.0,100.0,,,,,,,
2912,2912,801,Australian Capital Territory,1.0,100.0,,,,,,,
2913,2913,801,Australian Capital Territory,1.0,100.0,,,,,,,
2914,2914,801,Australian Capital Territory,1.0,100.0,,,,,,,
3000,3000,206,Melbourne - Inner,1.0,100.0,,,,,,,
3002,3002,206,Melbourne - Inner,1.0,100.0,,,,,,,
3003,3003,206,Melbourne - Inner,1.0,100.0,,,,,,,
3004,3004,206,Melbourne - Inner,1.0,100.0,,,,,,,
3005,3005,206,Melbourne - Inner,1.0,100.0,,,,,,,
3006,3006,206,Melbourne - Inner,1.0,100.0,,,,,,,
3008,3008,206,Melbourne - Inner,1.0,100.0,,,,,,,
3010,3010,206,Melbourne - Inner,1.0,100.0,,,,,,,
3011,3011,213,Melbourne - West,1.0,100.0,,,,,,,
3012,3012,213,Melbourne - West,1.0,100.0,,,,,,,
3013,3013,213,Melbourne - West,1.0,100.0,,,,,,,
3015,3015,213,Melbourne - West,1.0,99.9999994,,,,,,,
3016,3016,213,Melbourne - West,1.0,100.0,,,,,,,
3018,3018,213,Melbourne - West,1.0,100.0,,,,,,,
3019,3019,213,Melbourne - West,1.0,100.0,,,,,,,
3020,3020,213,Melbourne - West,1.0,100.0,,,,,,,
3021,3021,213,Melbourne - West,1.0,99.9999991,,,,,,,
3022,3022,213,Melbourne - West,1.0,100.0,,,,,,,
3023,3023,213,Melbourne - West,1.0,100.0,,,,,,,
3024,3024,213,Melbourne - West,1.0,100.0,,,,,,,
3025,3025,213,Melbourne - West,1.0,100.0,,,,,,,
3026,3026,213,Melbourne - West,1.0,100.0,,,,,,,
3027,3027,213,Melbourne - West,1.0,100.0,,,,,,,
3028,3028,213,Melbourne - West,1.0,100.0,,,,,,,
3029,3029,213,Melbourne - West,1.0,100.0,,,,,,,
3030,3030,213,Melbourne - West,1.0,100.0,,,,,,,
3031,3031,206,Melbourne - Inner,1.0,100.0,,,,,,,
3032,3032,206,Melbourne - Inner,0.5990001,59.9000053,,,,,,,
3032,3032,213,Melbourne - West,0.4009999,40.0999947,,,,,,,
3033,3033,210,Melbourne - North West,1.0,99.9999985,,,,,,,
3034,3034,210,Melbourne - North West,1.0,100.0,,,,,,,
3036,3036,210,Melbourne - North West,0.9763725,97.6372486,,,,,,,
3036,3036,213,Melbourne - West,0.0236275,2.3627514,,,,,,,
3037,3037,213,Melbourne - West,1.0,100.0,,,,,,,
3038,3038,213,Melbourne - West,0.9999366,99.9936578,,,,,,,
3039,3039,206,Melbourne - Inner,1.0,100.0,,,,,,,
3040,3040,206,Melbourne - Inner,0.9414697,94.146967,,,,,,,
3040,3040,210,Melbourne - North West,0.0585303,5.853033,,,,,,,
3041,3041,206,Melbourne - Inner,0.2021062,20.2106156,,,,,,,
3041,3041,210,Melbourne - North West,0.7978938,79.7893844,,,,,,,
3042,3042,210,Melbourne - North West,1.0,99.9999969,,,,,,,
3043,3043,210,Melbourne - North West,1.0,100.0,,,,,,,
3044,3044,206,Melbourne - Inner,0.3904777,39.0477724,,,,,,,
3044,3044,210,Melbourne - North West,0.6095223,60.9522276,,,,,,,
3045,3045,210,Melbourne - North West,1.0,100.0,,,,,,,
3046,3046,210,Melbourne - North West,1.0,100.0,,,,,,,
3047,3047,210,Melbourne - North West,1.0,100.0,,,,,,,
3048,3048,210,Melbourne - North West,1.0,100.0,,,,,,,
3049,3049,210,Melbourne - North West,1.0,100.0,,,,,,,
3050,3050,206,Melbourne - Inner,1.0,100.0,,,,,,,
3051,3051,206,Melbourne - Inner,1.0,100.0,,,,,,,
3052,3052,206,Melbourne - Inner,1.0,100.0,,,,,,,
3053,3053,206,Melbourne - Inner,1.0,100.0,,,,,,,
3054,3054,206,Melbourne - Inner,1.0,100.0,,,,,,,
3055,3055,206,Melbourne - Inner,1.0,100.0,,,,,,,
3056,3056,206,Melbourne - Inner,1.0,100.0,,,,,,,
3057,3057,206,Melbourne - Inner,1.0,100.0,,,,,,,
3058,3058,206,Melbourne - Inner,0.7869082,78.6908233,,,,,,,
3058,3058,209,Melbourne - North East,0.0082156,0.8215601,,,,,,,
3058,3058,210,Melbourne - North West,0.2048762,20.4876166,,,,,,,
3059,3059,210,Melbourne - North West,1.0,100.0,,,,,,,
3060,3060,210,Melbourne - North West,1.0,100.0,,,,,,,
3061,3061,210,Melbourne - North West,1.0,100.0,,,,,,,
3062,3062,210,Melbourne - North West,1.0,100.0,,,,,,,
3063,3063,210,Melbourne - North West,1.0,100.0,,,,,,,
3064,3064,209,Melbourne - North East,0.0028181,0.2818083,,,,,,,
3064,3064,210,Melbourne - North West,0.9971819,99.7181917,,,,,,,
3065,3065,206,Melbourne - Inner,1.0,100.0,,,,,,,
3066,3066,206,Melbourne - Inner,1.0,100.0,,,,,,,
3067,3067,206,Melbourne - Inner,1.0,100.0,,,,,,,
3068,3068,206,Melbourne - Inner,1.0,100.0,,,,,,,
3070,3070,206,Melbourne - Inner,1.0,100.0,,,,,,,
3071,3071,206,Melbourne - Inner,1.0,100.0,,,,,,,
3072,3072,209,Melbourne - North East,1.0,99.9999996,,,,,,,
3073,3073,209,Melbourne - North East,1.0,100.0,,,,,,,
3074,3074,209,Melbourne - North East,1.0,99.999999,,,,,,,
3075,3075,209,Melbourne - North East,1.0,100.0,,,,,,,
3076,3076,209,Melbourne - North East,1.0,100.0,,,,,,,
3078,3078,206,Melbourne - Inner,1.0,100.0,,,,,,,
3079,3079,209,Melbourne - North East,1.0,100.0,,,,,,,
3081,3081,209,Melbourne - North East,1.0,100.0,,,,,,,
3082,3082,209,Melbourne - North East,1.0,100.0,,,,,,,
3083,3083,209,Melbourne - North East,1.0,100.0,,,,,,,
3084,3084,209,Melbourne - North East,1.0,100.0,,,,,,,
3085,3085,209,Melbourne - North East,1.0,100.0,,,,,,,
3086,3086,209,Melbourne - North East,1.0,100.0,,,,,,,
3087,3087,209,Melbourne - North East,1.0,100.0,,,,,,,
3088,3088,209,Melbourne - North East,1.0,100.0,,,,,,,
3089,3089,209,Melbourne - North East,1.0,100.0,,,,,,,
3090,3090,209,Melbourne - North East,1.0,100.0,,,,,,,
3091,3091,209,Melbourne - North East,1.0,100.0,,,,,,,
3093,3093,209,Melbourne - North East,1.0,100.0,,,,,,,
3094,3094,209,Melbourne - North East,1.0,100.0,,,,,,,
3095,3095,209,Melbourne - North East,1.0,100.0,,,,,,,
3096,3096,209,Melbourne - North East,1.0,100.0,,,,,,,
3097,3097,209,Melbourne - North East,1.0,100.0,,,,,,,
3099,3099,209,Melbourne - North East,1.0,100.0,,,,,,,
3101,3101,206,Melbourne - Inner,0.0006677,0.0667708,,,,,,,
3101,3101,207,Melbourne - Inner East,0.9993323,99.9332292,,,,,,,
3102,3102,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3103,3103,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3104,3104,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3105,3105,207,Melbourne - Inner East,1.0,99.9999991,,,,,,,
3106,3106,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3107,3107,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3108,3108,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3109,3109,207,Melbourne - Inner East,0.9989643,99.8964305,,,,,,,
3109,3109,211,Melbourne - Outer East,0.0010357,0.1035695,,,,,,,
3111,3111,207,Melbourne - Inner East,0.0191073,1.9107268,,,,,,,
3111,3111,211,Melbourne - Outer East,0.9808927,98.0892732,,,,,,,
3113,3113,209,Melbourne - North East,0.3484514,34.8451392,,,,,,,
3113,3113,211,Melbourne - Outer East,0.6515486,65.1548576,,,,,,,
3114,3114,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3115,3115,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3116,3116,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3121,3121,206,Melbourne - Inner,1.0,100.0,,,,,,,
3122,3122,207,Melbourne - Inner East,1.0,99.9999995,,,,,,,
3123,3123,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3124,3124,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3125,3125,207,Melbourne - Inner East,0.8170129,81.7012911,,,,,,,
3125,3125,212,Melbourne - South East,0.1829871,18.2987089,,,,,,,
3126,3126,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3127,3127,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3128,3128,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3129,3129,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3130,3130,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3131,3131,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3132,3132,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3133,3133,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3134,3134,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3135,3135,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3136,3136,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3137,3137,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3138,3138,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3139,3139,211,Melbourne - Outer East,0.9998638,99.9863814,,,,,,,
3139,3139,212,Melbourne - South East,0.0001362,0.0136186,,,,,,,
3140,3140,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3141,3141,206,Melbourne - Inner,1.0,100.0,,,,,,,
3142,3142,206,Melbourne - Inner,0.9986932,99.8693177,,,,,,,
3142,3142,207,Melbourne - Inner East,0.0013068,0.1306823,,,,,,,
3143,3143,206,Melbourne - Inner,1.0,100.0,,,,,,,
3144,3144,206,Melbourne - Inner,0.022822,2.2821957,,,,,,,
3144,3144,208,Melbourne - Inner South,0.977178,97.7178043,,,,,,,
3145,3145,207,Melbourne - Inner East,0.0006565,0.0656492,,,,,,,
3145,3145,208,Melbourne - Inner South,0.9993435,99.9343508,,,,,,,
3146,3146,207,Melbourne - Inner East,0.6350176,63.5017583,,,,,,,
3146,3146,208,Melbourne - Inner South,0.3649824,36.4982417,,,,,,,
3147,3147,207,Melbourne - Inner East,0.5612872,56.1287169,,,,,,,
3147,3147,212,Melbourne - South East,0.4387128,43.8712831,,,,,,,
3148,3148,212,Melbourne - South East,1.0,100.0,,,,,,,
3149,3149,212,Melbourne - South East,1.0,100.0,,,,,,,
3150,3150,212,Melbourne - South East,0.9999983,99.9998326,,,,,,,
3151,3151,207,Melbourne - Inner East,1.0,100.0,,,,,,,
3152,3152,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3153,3153,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3154,3154,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3155,3155,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3156,3156,211,Melbourne - Outer East,0.9745143,97.4514335,,,,,,,
3156,3156,212,Melbourne - South East,0.0254857,2.5485665,,,,,,,
3158,3158,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3159,3159,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3160,3160,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3161,3161,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3162,3162,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3163,3163,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3165,3165,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3166,3166,208,Melbourne - Inner South,0.3155652,31.5565165,,,,,,,
3166,3166,212,Melbourne - South East,0.6844348,68.4434835,,,,,,,
3167,3167,212,Melbourne - South East,1.0,100.0,,,,,,,
3168,3168,212,Melbourne - South East,1.0,100.0,,,,,,,
3169,3169,208,Melbourne - Inner South,0.0007164,0.0716434,,,,,,,
3169,3169,212,Melbourne - South East,0.9992836,99.9283566,,,,,,,
3170,3170,212,Melbourne - South East,1.0,100.0,,,,,,,
3171,3171,212,Melbourne - South East,1.0,100.0,,,,,,,
3172,3172,212,Melbourne - South East,0.9999106,99.9910616,,,,,,,
3173,3173,212,Melbourne - South East,1.0,100.0,,,,,,,
3174,3174,212,Melbourne - South East,1.0,100.0,,,,,,,
3175,3175,208,Melbourne - Inner South,0.0012273,0.1227259,,,,,,,
3175,3175,212,Melbourne - South East,0.9987727,99.8772741,,,,,,,
3177,3177,212,Melbourne - South East,1.0,100.0,,,,,,,
3178,3178,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3179,3179,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3180,3180,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3181,3181,206,Melbourne - Inner,1.0,100.0,,,,,,,
3182,3182,206,Melbourne - Inner,1.0,100.0,,,,,,,
3183,3183,206,Melbourne - Inner,0.7770161,77.7016058,,,,,,,
3183,3183,208,Melbourne - Inner South,0.2229839,22.2983942,,,,,,,
3184,3184,206,Melbourne - Inner,1.0,100.0,,,,,,,
3185,3185,206,Melbourne - Inner,0.1207959,12.0795906,,,,,,,
3185,3185,208,Melbourne - Inner South,0.8792041,87.9204094,,,,,,,
3186,3186,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3187,3187,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3188,3188,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3189,3189,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3190,3190,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3191,3191,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3192,3192,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3193,3193,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3194,3194,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3195,3195,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3196,3196,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3197,3197,208,Melbourne - Inner South,0.9986178,99.8617837,,,,,,,
3197,3197,214,Mornington Peninsula,0.0013822,0.1382163,,,,,,,
3198,3198,214,Mornington Peninsula,1.0,100.0,,,,,,,
3199,3199,214,Mornington Peninsula,1.0,100.0,,,,,,,
3200,3200,214,Mornington Peninsula,1.0,100.0,,,,,,,
3201,3201,214,Mornington Peninsula,1.0,100.0,,,,,,,
3202,3202,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3204,3204,208,Melbourne - Inner South,1.0,100.0,,,,,,,
3205,3205,206,Melbourne - Inner,1.0,100.0,,,,,,,
3206,3206,206,Melbourne - Inner,1.0,100.0,,,,,,,
3207,3207,206,Melbourne - Inner,1.0,99.9999983,,,,,,,
3211,3211,203,Geelong,0.390154,39.0153995,,,,,,,
3211,3211,213,Melbourne - West,0.609846,60.9846005,,,,,,,
3212,3212,203,Geelong,1.0,100.0,,,,,,,
3214,3214,203,Geelong,1.0,100.0,,,,,,,
3215,3215,203,Geelong,1.0,100.0,,,,,,,
3216,3216,203,Geelong,1.0,100.0,,,,,,,
3217,3217,203,Geelong,1.0,100.0,,,,,,,
3218,3218,203,Geelong,1.0,100.0,,,,,,,
3219,3219,203,Geelong,1.0,100.0,,,,,,,
3220,3220,203,Geelong,1.0,100.0,,,,,,,
3221,3221,203,Geelong,0.9753297,97.5329725,,,,,,,
3221,3221,217,Warrnambool and South West,0.0246703,2.4670275,,,,,,,
3222,3222,203,Geelong,1.0,100.0,,,,,,,
3223,3223,203,Geelong,1.0,100.0,,,,,,,
3224,3224,203,Geelong,1.0,100.0,,,,,,,
3225,3225,203,Geelong,1.0,100.0,,,,,,,
3226,3226,203,Geelong,1.0,100.0,,,,,,,
3227,3227,203,Geelong,1.0,100.0,,,,,,,
3228,3228,203,Geelong,1.0,100.0,,,,,,,
3230,3230,203,Geelong,1.0,100.0,,,,,,,
3231,3231,203,Geelong,1.0,100.0,,,,,,,
3232,3232,203,Geelong,1.0,100.0,,,,,,,
3233,3233,217,Warrnambool and South West,1.0,100.0,,,,,,,
3235,3235,203,Geelong,0.9801492,98.0149176,,,,,,,
3235,3235,217,Warrnambool and South West,0.0198508,1.9850824,,,,,,,
3236,3236,217,Warrnambool and South West,1.0,100.0,,,,,,,
3237,3237,217,Warrnambool and South West,1.0,100.0,,,,,,,
3238,3238,217,Warrnambool and South West,1.0,100.0,,,,,,,
3239,3239,217,Warrnambool and South West,1.0,100.0,,,,,,,
3240,3240,203,Geelong,1.0,100.0,,,,,,,
3241,3241,203,Geelong,0.9650293,96.5029346,,,,,,,
3241,3241,217,Warrnambool and South West,0.0349707,3.4970654,,,,,,,
3242,3242,203,Geelong,0.0260368,2.6036849,,,,,,,
3242,3242,217,Warrnambool and South West,0.9739632,97.3963151,,,,,,,
3243,3243,217,Warrnambool and South West,1.0,100.0,,,,,,,
3249,3249,217,Warrnambool and South West,1.0,100.0,,,,,,,
3250,3250,217,Warrnambool and South West,1.0,100.0,,,,,,,
3251,3251,217,Warrnambool and South West,1.0,100.0,,,,,,,
3254,3254,217,Warrnambool and South West,1.0,100.0,,,,,,,
3260,3260,217,Warrnambool and South West,1.0,100.0,,,,,,,
3264,3264,217,Warrnambool and South West,1.0,100.0,,,,,,,
3265,3265,217,Warrnambool and South West,1.0,100.0,,,,,,,
3266,3266,217,Warrnambool and South West,1.0,100.0,,,,,,,
3267,3267,217,Warrnambool and South West,1.0,100.0,,,,,,,
3268,3268,217,Warrnambool and South West,1.0,100.0,,,,,,,
3269,3269,217,Warrnambool and South West,1.0,100.0,,,,,,,
3270,3270,217,Warrnambool and South West,1.0,100.0,,,,,,,
3271,3271,215,North West,0.0732752,7.3275171,,,,,,,
3271,3271,217,Warrnambool and South West,0.9267248,92.6724829,,,,,,,
3272,3272,215,North West,0.0158984,1.5898422,,,,,,,
3272,3272,217,Warrnambool and South West,0.9841016,98.4101578,,,,,,,
3273,3273,217,Warrnambool and South West,1.0,100.0,,,,,,,
3274,3274,217,Warrnambool and South West,1.0,100.0,,,,,,,
3275,3275,217,Warrnambool and South West,1.0,100.0,,,,,,,
3276,3276,217,Warrnambool and South West,1.0,100.0,,,,,,,
3277,3277,217,Warrnambool and South West,1.0,100.0,,,,,,,
3278,3278,217,Warrnambool and South West,1.0,100.0,,,,,,,
3279,3279,217,Warrnambool and South West,1.0,100.0,,,,,,,
3280,3280,217,Warrnambool and South West,1.0,100.0,,,,,,,
3281,3281,217,Warrnambool and South West,1.0,100.0,,,,,,,
3282,3282,217,Warrnambool and South West,1.0,100.0,,,,,,,
3283,3283,217,Warrnambool and South West,1.0,100.0,,,,,,,
3284,3284,217,Warrnambool and South West,1.0,100.0,,,,,,,
3285,3285,217,Warrnambool and South West,1.0,100.0,,,,,,,
3286,3286,217,Warrnambool and South West,1.0,100.0,,,,,,,
3287,3287,217,Warrnambool and South West,1.0,100.0,,,,,,,
3289,3289,217,Warrnambool and South West,1.0,100.0,,,,,,,
3292,3292,217,Warrnambool and South West,1.0,100.0,,,,,,,
3293,3293,215,North West,0.1486192,14.8619225,,,,,,,
3293,3293,217,Warrnambool and South West,0.8513808,85.1380775,,,,,,,
3294,3294,215,North West,0.002733,0.2733004,,,,,,,
3294,3294,217,Warrnambool and South West,0.997267,99.7266996,,,,,,,
3300,3300,217,Warrnambool and South West,1.0,100.0,,,,,,,
3301,3301,217,Warrnambool and South West,1.0,100.0,,,,,,,
3302,3302,217,Warrnambool and South West,1.0,100.0,,,,,,,
3303,3303,217,Warrnambool and South West,1.0,100.0,,,,,,,
3304,3304,217,Warrnambool and South West,1.0,100.0,,,,,,,
3305,3305,217,Warrnambool and South West,1.0,99.9999998,,,,,,,
3309,3309,217,Warrnambool and South West,1.0,100.0,,,,,,,
3310,3310,217,Warrnambool and South West,1.0,100.0,,,,,,,
3311,3311,217,Warrnambool and South West,1.0,100.0,,,,,,,
3312,3312,215,North West,0.1947215,19.4721517,,,,,,,
3312,3312,217,Warrnambool and South West,0.8052785,80.5278483,,,,,,,
3314,3314,217,Warrnambool and South West,0.9999981,99.9998075,,,,,,,
3315,3315,217,Warrnambool and South West,1.0,100.0,,,,,,,
3317,3317,215,North West,0.8805974,88.0597387,,,,,,,
3317,3317,217,Warrnambool and South West,0.1194026,11.9402613,,,,,,,
3318,3318,215,North West,0.9969676,99.6967554,,,,,,,
3318,3318,407,South Australia - South East,0.0030324,0.3032446,,,,,,,
3319,3319,215,North West,1.0,100.0,,,,,,,
3321,3321,203,Geelong,0.9886013,98.8601274,,,,,,,
3321,3321,217,Warrnambool and South West,0.0113987,1.1398726,,,,,,,
3322,3322,203,Geelong,0.1360909,13.6090928,,,,,,,
3322,3322,217,Warrnambool and South West,0.8639091,86.3909072,,,,,,,
3323,3323,217,Warrnambool and South West,0.9999889,99.9988879,,,,,,,
3324,3324,201,Ballarat,0.0032718,0.3271818,,,,,,,
3324,3324,217,Warrnambool and South West,0.9967282,99.6728182,,,,,,,
3325,3325,201,Ballarat,0.0008908,0.0890799,,,,,,,
3325,3325,217,Warrnambool and South West,0.9991092,99.9109201,,,,,,,
3328,3328,203,Geelong,1.0,100.0,,,,,,,
3329,3329,203,Geelong,0.9892052,98.9205191,,,,,,,
3329,3329,217,Warrnambool and South West,0.0107948,1.0794809,,,,,,,
3330,3330,203,Geelong,1.0,100.0,,,,,,,
3331,3331,203,Geelong,1.0,100.0,,,,,,,
3332,3332,203,Geelong,1.0,100.0,,,,,,,
3333,3333,201,Ballarat,0.0038033,0.3803299,,,,,,,
3333,3333,203,Geelong,0.9961967,99.6196701,,,,,,,
3334,3334,201,Ballarat,0.9874209,98.7420884,,,,,,,
3334,3334,203,Geelong,0.0125791,1.2579116,,,,,,,
3335,3335,213,Melbourne - West,1.0,100.0,,,,,,,
3337,3337,210,Melbourne - North West,0.0005479,0.0547947,,,,,,,
3337,3337,213,Melbourne - West,0.9994521,99.9452053,,,,,,,
3338,3338,213,Melbourne - West,1.0,100.0,,,,,,,
3340,3340,201,Ballarat,0.0370975,3.709752,,,,,,,
3340,3340,203,Geelong,0.0069241,0.6924138,,,,,,,
3340,3340,213,Melbourne - West,0.9559783,95.5978342,,,,,,,
3341,3341,201,Ballarat,0.88146,88.1459951,,,,,,,
3341,3341,213,Melbourne - West,0.11854,11.8540049,,,,,,,
3342,3342,201,Ballarat,0.9974929,99.7492949,,,,,,,
3342,3342,203,Geelong,0.0025071,0.2507051,,,,,,,
3345,3345,201,Ballarat,1.0,100.0,,,,,,,
3350,3350,201,Ballarat,1.0,100.0,,,,,,,
3351,3351,201,Ballarat,0.9224985,92.2498464,,,,,,,
3351,3351,203,Geelong,0.0057603,0.5760278,,,,,,,
3351,3351,215,North West,0.0714851,7.1485129,,,,,,,
3351,3351,217,Warrnambool and South West,0.0002561,0.0256129,,,,,,,
3352,3352,201,Ballarat,0.9500053,95.0005321,,,,,,,
3352,3352,203,Geelong,0.0490957,4.9095701,,,,,,,
3352,3352,217,Warrnambool and South West,0.000899,0.0898978,,,,,,,
3355,3355,201,Ballarat,1.0,100.0,,,,,,,
3356,3356,201,Ballarat,1.0,100.0,,,,,,,
3357,3357,201,Ballarat,1.0,100.0,,,,,,,
3360,3360,201,Ballarat,0.993623,99.3622958,,,,,,,
3360,3360,217,Warrnambool and South West,0.006377,0.6377042,,,,,,,
3361,3361,201,Ballarat,0.1855115,18.5511486,,,,,,,
3361,3361,215,North West,0.0068802,0.688019,,,,,,,
3361,3361,217,Warrnambool and South West,0.8076083,80.7608324,,,,,,,
3363,3363,201,Ballarat,1.0,100.0,,,,,,,
3364,3364,201,Ballarat,0.9683073,96.8307267,,,,,,,
3364,3364,202,Bendigo,0.0316927,3.1692733,,,,,,,
3370,3370,201,Ballarat,1.0,100.0,,,,,,,
3371,3371,201,Ballarat,1.0,100.0,,,,,,,
3373,3373,201,Ballarat,0.9946895,99.4689506,,,,,,,
3373,3373,215,North West,0.0053105,0.5310494,,,,,,,
3374,3374,215,North West,1.0,100.0,,,,,,,
3375,3375,201,Ballarat,0.1288101,12.8810147,,,,,,,
3375,3375,215,North West,0.8711899,87.1189853,,,,,,,
3377,3377,201,Ballarat,0.0109528,1.0952773,,,,,,,
3377,3377,215,North West,0.9890472,98.9047227,,,,,,,
3378,3378,215,North West,1.0,100.0,,,,,,,
3379,3379,215,North West,0.9465055,94.6505503,,,,,,,
3379,3379,217,Warrnambool and South West,0.0534945,5.3494497,,,,,,,
3380,3380,215,North West,1.0,100.0,,,,,,,
3381,3381,215,North West,1.0,100.0,,,,,,,
3384,3384,201,Ballarat,0.4304355,43.0435506,,,,,,,
3384,3384,215,North West,0.5695645,56.9564494,,,,,,,
3385,3385,215,North West,1.0,100.0,,,,,,,
3387,3387,215,North West,1.0,100.0,,,,,,,
3388,3388,215,North West,1.0,100.0,,,,,,,
3390,3390,215,North West,1.0,100.0,,,,,,,
3391,3391,215,North West,1.0,100.0,,,,,,,
3392,3392,215,North West,1.0,100.0,,,,,,,
3393,3393,215,North West,1.0,100.0,,,,,,,
3395,3395,215,North West,1.0,100.0,,,,,,,
3396,3396,215,North West,1.0,100.0,,,,,,,
3400,3400,215,North West,1.0,100.0,,,,,,,
3401,3401,215,North West,0.9923685,99.2368544,,,,,,,
3401,3401,217,Warrnambool and South West,0.0076315,0.7631456,,,,,,,
3407,3407,217,Warrnambool and South West,1.0,100.0,,,,,,,
3409,3409,215,North West,1.0,100.0,,,,,,,
3412,3412,215,North West,1.0,100.0,,,,,,,
3413,3413,215,North West,1.0,100.0,,,,,,,
3414,3414,215,North West,1.0,100.0,,,,,,,
3415,3415,215,North West,1.0,100.0,,,,,,,
3418,3418,215,North West,1.0,100.0,,,,,,,
3419,3419,215,North West,1.0,100.0,,,,,,,
3420,3420,215,North West,1.0,100.0,,,,,,,
3423,3423,215,North West,1.0,100.0,,,,,,,
3424,3424,215,North West,1.0,100.0,,,,,,,
3427,3427,210,Melbourne - North West,0.9946368,99.4636803,,,,,,,
3427,3427,213,Melbourne - West,0.0053632,0.5363197,,,,,,,
3428,3428,210,Melbourne - North West,1.0,100.0,,,,,,,
3429,3429,210,Melbourne - North West,1.0,100.0,,,,,,,
3430,3430,210,Melbourne - North West,1.0,100.0,,,,,,,
3431,3431,210,Melbourne - North West,1.0,100.0,,,,,,,
3432,3432,210,Melbourne - North West,1.0,100.0,,,,,,,
3433,3433,210,Melbourne - North West,1.0,100.0,,,,,,,
3434,3434,210,Melbourne - North West,1.0,100.0,,,,,,,
3435,3435,202,Bendigo,0.0016506,0.1650616,,,,,,,
3435,3435,204,Hume,0.0213988,2.1398829,,,,,,,
3435,3435,210,Melbourne - North West,0.9769506,97.6950555,,,,,,,
3437,3437,202,Bendigo,0.000235,0.0234961,,,,,,,
3437,3437,210,Melbourne - North West,0.999765,99.9765039,,,,,,,
3438,3438,210,Melbourne - North West,1.0,100.0,,,,,,,
