Australian Bureau of Statistics,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA4_CODE_2011,SA4_NAME_2011,RATIO,PERCENTAGE,,,,,,,
4721,4721,308,Fitzroy,0.0263641,2.6364128,,,,,,,
4721,4721,312,Mackay,0.9736359,97.3635872,,,,,,,
4722,4722,308,Fitzroy,1.0,100.0,,,,,,,
4723,4723,308,Fitzroy,1.0,100.0,,,,,,,
4724,4724,315,Queensland - Outback,1.0,100.0,,,,,,,
4725,4725,315,Queensland - Outback,1.0,100.0,,,,,,,
4726,4726,315,Queensland - Outback,1.0,100.0,,,,,,,
4727,4727,315,Queensland - Outback,1.0,100.0,,,,,,,
4728,4728,315,Queensland - Outback,1.0,100.0,,,,,,,
4730,4730,315,Queensland - Outback,1.0,100.0,,,,,,,
4731,4731,315,Queensland - Outback,1.0,100.0,,,,,,,
4732,4732,315,Queensland - Outback,1.0,100.0,,,,,,,
4733,4733,315,Queensland - Outback,1.0,100.0,,,,,,,
4735,4735,315,Queensland - Outback,1.0,100.0,,,,,,,
4736,4736,315,Queensland - Outback,1.0,100.0,,,,,,,
4737,4737,312,Mackay,1.0,100.0,,,,,,,
4738,4738,312,Mackay,1.0,99.9999975,,,,,,,
4739,4739,312,Mackay,1.0,100.0,,,,,,,
4740,4740,312,Mackay,1.0,100.0,,,,,,,
4741,4741,312,Mackay,1.0,99.9999997,,,,,,,
4742,4742,312,Mackay,1.0,100.0,,,,,,,
4743,4743,312,Mackay,1.0,100.0,,,,,,,
4744,4744,312,Mackay,1.0,100.0,,,,,,,
4745,4745,308,Fitzroy,0.0009322,0.0932216,,,,,,,
4745,4745,312,Mackay,0.9990678,99.9067784,,,,,,,
4746,4746,312,Mackay,1.0,100.0,,,,,,,
4750,4750,312,Mackay,1.0,100.0,,,,,,,
4751,4751,312,Mackay,1.0,100.0,,,,,,,
4753,4753,312,Mackay,1.0,100.0,,,,,,,
4754,4754,312,Mackay,1.0,100.0,,,,,,,
4756,4756,312,Mackay,1.0,100.0,,,,,,,
4757,4757,312,Mackay,1.0,100.0,,,,,,,
4798,4798,312,Mackay,1.0,100.0,,,,,,,
4799,4799,312,Mackay,1.0,100.0,,,,,,,
4800,4800,312,Mackay,1.0,100.0,,,,,,,
4801,4801,312,Mackay,1.0,100.0,,,,,,,
4802,4802,312,Mackay,1.0,100.0,,,,,,,
4803,4803,312,Mackay,1.0,100.0,,,,,,,
4804,4804,312,Mackay,1.0,100.0,,,,,,,
4805,4805,312,Mackay,1.0,100.0,,,,,,,
4806,4806,318,Townsville,1.0,100.0,,,,,,,
4807,4807,318,Townsville,1.0,100.0,,,,,,,
4808,4808,318,Townsville,1.0,100.0,,,,,,,
4809,4809,315,Queensland - Outback,0.0060056,0.6005614,,,,,,,
4809,4809,318,Townsville,0.9939944,99.3994386,,,,,,,
4810,4810,318,Townsville,1.0,100.0,,,,,,,
4811,4811,318,Townsville,1.0,100.0,,,,,,,
4812,4812,318,Townsville,1.0,100.0,,,,,,,
4813,4813,318,Townsville,1.0,100.0,,,,,,,
4814,4814,318,Townsville,1.0,100.0,,,,,,,
4815,4815,318,Townsville,1.0,100.0,,,,,,,
4816,4816,306,Cairns,0.0649376,6.4937631,,,,,,,
4816,4816,315,Queensland - Outback,0.0284794,2.8479384,,,,,,,
4816,4816,318,Townsville,0.9065828,90.6582762,,,,,,,
4817,4817,318,Townsville,1.0,100.0,,,,,,,
4818,4818,318,Townsville,1.0,100.0,,,,,,,
4819,4819,318,Townsville,1.0,100.0,,,,,,,
4820,4820,312,Mackay,0.0057755,0.5775545,,,,,,,
4820,4820,318,Townsville,0.9942245,99.4224455,,,,,,,
4821,4821,315,Queensland - Outback,1.0,100.0,,,,,,,
4822,4822,315,Queensland - Outback,1.0,100.0,,,,,,,
4823,4823,315,Queensland - Outback,1.0,100.0,,,,,,,
4824,4824,315,Queensland - Outback,1.0,100.0,,,,,,,
4825,4825,315,Queensland - Outback,0.978473,97.8473004,,,,,,,
4825,4825,702,Northern Territory - Outback,0.021527,2.1526996,,,,,,,
4828,4828,315,Queensland - Outback,1.0,100.0,,,,,,,
4829,4829,315,Queensland - Outback,1.0,100.0,,,,,,,
4830,4830,315,Queensland - Outback,1.0,100.0,,,,,,,
4849,4849,306,Cairns,1.0,100.0,,,,,,,
4850,4850,318,Townsville,0.9999999,99.9999913,,,,,,,
4852,4852,306,Cairns,1.0,100.0,,,,,,,
4854,4854,306,Cairns,1.0,100.0,,,,,,,
4855,4855,306,Cairns,1.0,100.0,,,,,,,
4856,4856,306,Cairns,1.0,100.0,,,,,,,
4857,4857,306,Cairns,1.0,100.0,,,,,,,
4858,4858,306,Cairns,0.9999993,99.9999271,,,,,,,
4859,4859,306,Cairns,1.0,100.0,,,,,,,
4860,4860,306,Cairns,1.0,100.0,,,,,,,
4861,4861,306,Cairns,1.0,100.0,,,,,,,
4865,4865,306,Cairns,1.0,100.0,,,,,,,
4868,4868,306,Cairns,1.0,100.0,,,,,,,
4869,4869,306,Cairns,1.0,100.0,,,,,,,
4870,4870,306,Cairns,1.0,100.0,,,,,,,
4871,4871,306,Cairns,0.4642029,46.4202929,,,,,,,
4871,4871,315,Queensland - Outback,0.5357971,53.5797069,,,,,,,
4872,4872,306,Cairns,0.6357743,63.5774272,,,,,,,
4872,4872,315,Queensland - Outback,0.3642257,36.4225728,,,,,,,
4873,4873,306,Cairns,1.0,100.0,,,,,,,
4874,4874,315,Queensland - Outback,0.9999996,99.9999585,,,,,,,
4875,4875,315,Queensland - Outback,0.9987417,99.8741663,,,,,,,
4876,4876,315,Queensland - Outback,1.0,100.0,,,,,,,
4877,4877,306,Cairns,1.0,100.0,,,,,,,
4878,4878,306,Cairns,1.0,100.0,,,,,,,
4879,4879,306,Cairns,1.0,100.0,,,,,,,
4880,4880,306,Cairns,0.8392845,83.9284533,,,,,,,
4880,4880,315,Queensland - Outback,0.1607155,16.0715467,,,,,,,
4881,4881,306,Cairns,1.0,100.0,,,,,,,
4882,4882,306,Cairns,1.0,100.0,,,,,,,
4883,4883,306,Cairns,1.0,100.0,,,,,,,
4884,4884,306,Cairns,1.0,100.0,,,,,,,
4885,4885,306,Cairns,1.0,100.0,,,,,,,
4886,4886,306,Cairns,1.0,100.0,,,,,,,
4887,4887,306,Cairns,0.8309421,83.0942069,,,,,,,
4887,4887,315,Queensland - Outback,0.1690579,16.9057931,,,,,,,
4888,4888,306,Cairns,1.0,100.0,,,,,,,
4890,4890,315,Queensland - Outback,1.0,100.0,,,,,,,
4891,4891,315,Queensland - Outback,1.0,100.0,,,,,,,
4895,4895,306,Cairns,0.006691,0.6691021,,,,,,,
4895,4895,315,Queensland - Outback,0.993309,99.3308979,,,,,,,
5000,5000,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5005,5005,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5006,5006,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5007,5007,404,Adelaide - West,1.0,100.0,,,,,,,
5008,5008,404,Adelaide - West,1.0,100.0,,,,,,,
5009,5009,404,Adelaide - West,1.0,100.0,,,,,,,
5010,5010,404,Adelaide - West,1.0,100.0,,,,,,,
5011,5011,404,Adelaide - West,1.0,100.0,,,,,,,
5012,5012,404,Adelaide - West,1.0,100.0,,,,,,,
5013,5013,404,Adelaide - West,1.0,100.0,,,,,,,
5014,5014,404,Adelaide - West,1.0,100.0,,,,,,,
5015,5015,404,Adelaide - West,1.0,100.0,,,,,,,
5016,5016,404,Adelaide - West,1.0,100.0,,,,,,,
5017,5017,404,Adelaide - West,1.0,100.0,,,,,,,
5018,5018,404,Adelaide - West,1.0,100.0,,,,,,,
5019,5019,404,Adelaide - West,1.0,100.0,,,,,,,
5020,5020,404,Adelaide - West,1.0,100.0,,,,,,,
5021,5021,404,Adelaide - West,1.0,100.0,,,,,,,
5022,5022,404,Adelaide - West,1.0,100.0,,,,,,,
5023,5023,404,Adelaide - West,1.0,100.0,,,,,,,
5024,5024,404,Adelaide - West,1.0,100.0,,,,,,,
5025,5025,404,Adelaide - West,1.0,100.0,,,,,,,
5031,5031,404,Adelaide - West,1.0,100.0,,,,,,,
5032,5032,404,Adelaide - West,1.0,100.0,,,,,,,
5033,5033,404,Adelaide - West,1.0,100.0,,,,,,,
5034,5034,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5035,5035,401,Adelaide - Central and Hills,0.7418505,74.1850506,,,,,,,
5035,5035,404,Adelaide - West,0.2581495,25.8149494,,,,,,,
5037,5037,403,Adelaide - South,0.1620242,16.202423,,,,,,,
5037,5037,404,Adelaide - West,0.8379758,83.797577,,,,,,,
5038,5038,403,Adelaide - South,0.4751966,47.5196628,,,,,,,
5038,5038,404,Adelaide - West,0.5248034,52.4803372,,,,,,,
5039,5039,403,Adelaide - South,1.0,100.0,,,,,,,
5040,5040,404,Adelaide - West,1.0,100.0,,,,,,,
5041,5041,403,Adelaide - South,1.0,100.0,,,,,,,
5042,5042,403,Adelaide - South,1.0,100.0,,,,,,,
5043,5043,403,Adelaide - South,1.0,100.0,,,,,,,
5044,5044,403,Adelaide - South,1.0,100.0,,,,,,,
5045,5045,403,Adelaide - South,0.9227454,92.2745375,,,,,,,
5045,5045,404,Adelaide - West,0.0772546,7.7254625,,,,,,,
5046,5046,403,Adelaide - South,1.0,100.0,,,,,,,
5047,5047,403,Adelaide - South,1.0,100.0,,,,,,,
5048,5048,403,Adelaide - South,1.0,100.0,,,,,,,
5049,5049,403,Adelaide - South,1.0,100.0,,,,,,,
5050,5050,403,Adelaide - South,1.0,100.0,,,,,,,
5051,5051,403,Adelaide - South,1.0,100.0,,,,,,,
5052,5052,403,Adelaide - South,0.9999997,99.9999684,,,,,,,
5061,5061,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5062,5062,403,Adelaide - South,1.0,99.9999993,,,,,,,
5063,5063,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5064,5064,401,Adelaide - Central and Hills,0.8969268,89.6926789,,,,,,,
5064,5064,403,Adelaide - South,0.1030732,10.3073211,,,,,,,
5065,5065,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5066,5066,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5067,5067,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5068,5068,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5069,5069,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5070,5070,401,Adelaide - Central and Hills,0.9996408,99.9640766,,,,,,,
5070,5070,402,Adelaide - North,0.0003592,0.0359234,,,,,,,
5072,5072,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5073,5073,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5074,5074,401,Adelaide - Central and Hills,0.9995181,99.9518087,,,,,,,
5074,5074,402,Adelaide - North,0.0004819,0.0481913,,,,,,,
5075,5075,401,Adelaide - Central and Hills,0.6388142,63.8814245,,,,,,,
5075,5075,402,Adelaide - North,0.3611858,36.1185755,,,,,,,
5076,5076,401,Adelaide - Central and Hills,1.0,99.9999965,,,,,,,
5081,5081,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5082,5082,401,Adelaide - Central and Hills,0.9659058,96.590583,,,,,,,
5082,5082,404,Adelaide - West,0.0340942,3.409417,,,,,,,
5083,5083,401,Adelaide - Central and Hills,0.5963078,59.6307812,,,,,,,
5083,5083,402,Adelaide - North,0.4036922,40.3692188,,,,,,,
5084,5084,402,Adelaide - North,1.0,100.0,,,,,,,
5085,5085,402,Adelaide - North,1.0,100.0,,,,,,,
5086,5086,402,Adelaide - North,1.0,100.0,,,,,,,
5087,5087,402,Adelaide - North,1.0,99.9999988,,,,,,,
5088,5088,402,Adelaide - North,1.0,100.0,,,,,,,
5089,5089,402,Adelaide - North,1.0,100.0,,,,,,,
5090,5090,402,Adelaide - North,1.0,100.0,,,,,,,
5091,5091,402,Adelaide - North,1.0,100.0,,,,,,,
5092,5092,402,Adelaide - North,1.0,100.0,,,,,,,
5093,5093,402,Adelaide - North,1.0,100.0,,,,,,,
5094,5094,402,Adelaide - North,0.9999922,99.9992197,,,,,,,
5095,5095,402,Adelaide - North,1.0,100.0,,,,,,,
5096,5096,402,Adelaide - North,1.0,100.0,,,,,,,
5097,5097,402,Adelaide - North,1.0,100.0,,,,,,,
5098,5098,402,Adelaide - North,1.0,100.0,,,,,,,
5106,5106,402,Adelaide - North,1.0,100.0,,,,,,,
5107,5107,402,Adelaide - North,1.0,100.0,,,,,,,
5108,5108,402,Adelaide - North,1.0,100.0,,,,,,,
5109,5109,402,Adelaide - North,1.0,100.0,,,,,,,
5110,5110,402,Adelaide - North,1.0,100.0,,,,,,,
5111,5111,402,Adelaide - North,1.0,100.0,,,,,,,
5112,5112,402,Adelaide - North,1.0,100.0,,,,,,,
5113,5113,402,Adelaide - North,1.0,100.0,,,,,,,
5114,5114,401,Adelaide - Central and Hills,0.0068606,0.6860575,,,,,,,
5114,5114,402,Adelaide - North,0.9931394,99.3139424,,,,,,,
5115,5115,402,Adelaide - North,1.0,100.0,,,,,,,
5116,5116,402,Adelaide - North,1.0,100.0,,,,,,,
5117,5117,402,Adelaide - North,1.0,100.0,,,,,,,
5118,5118,402,Adelaide - North,1.0,100.0,,,,,,,
5120,5120,402,Adelaide - North,1.0,100.0,,,,,,,
5121,5121,402,Adelaide - North,1.0,100.0,,,,,,,
5125,5125,402,Adelaide - North,1.0,100.0,,,,,,,
5126,5126,402,Adelaide - North,1.0,100.0,,,,,,,
5127,5127,402,Adelaide - North,1.0,100.0,,,,,,,
5131,5131,401,Adelaide - Central and Hills,0.8172978,81.7297845,,,,,,,
5131,5131,402,Adelaide - North,0.1827022,18.2702155,,,,,,,
5132,5132,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5133,5133,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5134,5134,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5136,5136,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5137,5137,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5138,5138,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5139,5139,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5140,5140,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5141,5141,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5142,5142,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5144,5144,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5150,5150,401,Adelaide - Central and Hills,0.3852538,38.5253796,,,,,,,
5150,5150,403,Adelaide - South,0.6147462,61.4746204,,,,,,,
5151,5151,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5152,5152,401,Adelaide - Central and Hills,0.9865546,98.6554589,,,,,,,
5152,5152,403,Adelaide - South,0.0134454,1.3445411,,,,,,,
5153,5153,401,Adelaide - Central and Hills,0.9652515,96.5251543,,,,,,,
5153,5153,403,Adelaide - South,0.0310952,3.1095162,,,,,,,
5153,5153,407,South Australia - South East,0.0036533,0.3653295,,,,,,,
5154,5154,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5155,5155,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5156,5156,401,Adelaide - Central and Hills,0.8248295,82.4829488,,,,,,,
5156,5156,403,Adelaide - South,0.1751705,17.5170512,,,,,,,
5157,5157,401,Adelaide - Central and Hills,0.0534383,5.3438302,,,,,,,
5157,5157,403,Adelaide - South,0.8334079,83.3407931,,,,,,,
5157,5157,407,South Australia - South East,0.1131538,11.3153767,,,,,,,
5158,5158,403,Adelaide - South,1.0,100.0,,,,,,,
5159,5159,403,Adelaide - South,1.0,100.0,,,,,,,
5160,5160,403,Adelaide - South,1.0,100.0,,,,,,,
5161,5161,403,Adelaide - South,1.0,100.0,,,,,,,
5162,5162,403,Adelaide - South,1.0,100.0,,,,,,,
5163,5163,403,Adelaide - South,1.0,100.0,,,,,,,
5164,5164,403,Adelaide - South,1.0,100.0,,,,,,,
5165,5165,403,Adelaide - South,1.0,100.0,,,,,,,
5166,5166,403,Adelaide - South,1.0,100.0,,,,,,,
5167,5167,403,Adelaide - South,1.0,100.0,,,,,,,
5168,5168,403,Adelaide - South,1.0,100.0,,,,,,,
5169,5169,403,Adelaide - South,1.0,100.0,,,,,,,
5170,5170,403,Adelaide - South,1.0,100.0,,,,,,,
5171,5171,403,Adelaide - South,1.0,100.0,,,,,,,
5172,5172,401,Adelaide - Central and Hills,0.0106296,1.0629568,,,,,,,
5172,5172,403,Adelaide - South,0.7860735,78.6073492,,,,,,,
5172,5172,407,South Australia - South East,0.2032969,20.329694,,,,,,,
5173,5173,403,Adelaide - South,1.0,100.0,,,,,,,
5174,5174,403,Adelaide - South,0.9949488,99.494882,,,,,,,
5174,5174,407,South Australia - South East,0.0050512,0.505118,,,,,,,
5201,5201,401,Adelaide - Central and Hills,0.8757173,87.5717342,,,,,,,
5201,5201,407,South Australia - South East,0.1242827,12.4282658,,,,,,,
5202,5202,407,South Australia - South East,1.0,100.0,,,,,,,
5203,5203,407,South Australia - South East,1.0,100.0,,,,,,,
5204,5204,407,South Australia - South East,1.0,100.0,,,,,,,
5210,5210,407,South Australia - South East,1.0,100.0,,,,,,,
5211,5211,407,South Australia - South East,1.0,100.0,,,,,,,
5212,5212,407,South Australia - South East,1.0,100.0,,,,,,,
5213,5213,407,South Australia - South East,1.0,100.0,,,,,,,
5214,5214,407,South Australia - South East,1.0,100.0,,,,,,,
5220,5220,407,South Australia - South East,1.0,100.0,,,,,,,
5221,5221,407,South Australia - South East,1.0,100.0,,,,,,,
5222,5222,407,South Australia - South East,1.0,100.0,,,,,,,
5223,5223,407,South Australia - South East,1.0,100.0,,,,,,,
5231,5231,401,Adelaide - Central and Hills,0.9999999,99.9999913,,,,,,,
5232,5232,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5233,5233,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5234,5234,401,Adelaide - Central and Hills,0.9854216,98.5421569,,,,,,,
5234,5234,407,South Australia - South East,0.0145784,1.4578431,,,,,,,
5235,5235,401,Adelaide - Central and Hills,0.0244768,2.4476785,,,,,,,
5235,5235,405,Barossa - Yorke - Mid North,0.9212289,92.1228909,,,,,,,
5235,5235,407,South Australia - South East,0.0542943,5.4294307,,,,,,,
5236,5236,407,South Australia - South East,1.0,100.0,,,,,,,
5237,5237,407,South Australia - South East,1.0,100.0,,,,,,,
5238,5238,407,South Australia - South East,1.0,100.0,,,,,,,
5240,5240,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5241,5241,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5242,5242,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5243,5243,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5244,5244,401,Adelaide - Central and Hills,0.9894133,98.9413306,,,,,,,
5244,5244,407,South Australia - South East,0.0105867,1.0586694,,,,,,,
5245,5245,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5250,5250,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5251,5251,401,Adelaide - Central and Hills,1.0,100.0,,,,,,,
5252,5252,401,Adelaide - Central and Hills,0.9996061,99.9606121,,,,,,,
5252,5252,407,South Australia - South East,0.0003939,0.0393879,,,,,,,
5253,5253,407,South Australia - South East,1.0,100.0,,,,,,,
5254,5254,401,Adelaide - Central and Hills,0.1630085,16.3008502,,,,,,,
5254,5254,407,South Australia - South East,0.8369915,83.6991498,,,,,,,
5255,5255,407,South Australia - South East,1.0,100.0,,,,,,,
5256,5256,407,South Australia - South East,1.0,100.0,,,,,,,
5259,5259,407,South Australia - South East,1.0,100.0,,,,,,,
5260,5260,407,South Australia - South East,1.0,100.0,,,,,,,
5261,5261,407,South Australia - South East,1.0,100.0,,,,,,,
5262,5262,407,South Australia - South East,1.0,100.0,,,,,,,
5263,5263,407,South Australia - South East,1.0,100.0,,,,,,,
5264,5264,407,South Australia - South East,1.0,100.0,,,,,,,
5265,5265,407,South Australia - South East,1.0,100.0,,,,,,,
5266,5266,407,South Australia - South East,1.0,100.0,,,,,,,
5267,5267,407,South Australia - South East,1.0,100.0,,,,,,,
5268,5268,407,South Australia - South East,1.0,100.0,,,,,,,
5269,5269,407,South Australia - South East,1.0,100.0,,,,,,,
5270,5270,407,South Australia - South East,1.0,100.0,,,,,,,
5271,5271,407,South Australia - South East,1.0,100.0,,,,,,,
5272,5272,407,South Australia - South East,1.0,100.0,,,,,,,
5273,5273,407,South Australia - South East,1.0,100.0,,,,,,,
5275,5275,407,South Australia - South East,1.0,100.0,,,,,,,
5276,5276,407,South Australia - South East,1.0,100.0,,,,,,,
5277,5277,407,South Australia - South East,1.0,100.0,,,,,,,
5278,5278,407,South Australia - South East,1.0,100.0,,,,,,,
5279,5279,407,South Australia - South East,1.0,100.0,,,,,,,
5280,5280,407,South Australia - South East,1.0,100.0,,,,,,,
5290,5290,407,South Australia - South East,1.0,100.0,,,,,,,
5291,5291,407,South Australia - South East,1.0,100.0,,,,,,,
5301,5301,407,South Australia - South East,1.0,100.0,,,,,,,
5302,5302,407,South Australia - South East,1.0,100.0,,,,,,,
5303,5303,407,South Australia - South East,1.0,100.0,,,,,,,
5304,5304,407,South Australia - South East,1.0,100.0,,,,,,,
5306,5306,407,South Australia - South East,1.0,100.0,,,,,,,
5307,5307,407,South Australia - South East,1.0,100.0,,,,,,,
5308,5308,407,South Australia - South East,1.0,100.0,,,,,,,
5309,5309,407,South Australia - South East,1.0,100.0,,,,,,,
5310,5310,407,South Australia - South East,1.0,100.0,,,,,,,
5311,5311,407,South Australia - South East,1.0,100.0,,,,,,,
5320,5320,405,Barossa - Yorke - Mid North,0.0094418,0.9441757,,,,,,,
5320,5320,407,South Australia - South East,0.9905582,99.0558243,,,,,,,
5321,5321,407,South Australia - South East,1.0,100.0,,,,,,,
5322,5322,407,South Australia - South East,1.0,100.0,,,,,,,
5330,5330,407,South Australia - South East,1.0,100.0,,,,,,,
5331,5331,407,South Australia - South East,1.0,100.0,,,,,,,
5332,5332,407,South Australia - South East,1.0,100.0,,,,,,,
5333,5333,407,South Australia - South East,1.0,100.0,,,,,,,
5340,5340,406,South Australia - Outback,0.0002479,0.0247924,,,,,,,
5340,5340,407,South Australia - South East,0.9997521,99.9752076,,,,,,,
5341,5341,407,South Australia - South East,0.9999999,99.9999866,,,,,,,
5342,5342,407,South Australia - South East,1.0,100.0,,,,,,,
5343,5343,407,South Australia - South East,1.0,100.0,,,,,,,
5344,5344,407,South Australia - South East,1.0,100.0,,,,,,,
5345,5345,407,South Australia - South East,1.0,100.0,,,,,,,
5346,5346,407,South Australia - South East,1.0,100.0,,,,,,,
5350,5350,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5351,5351,405,Barossa - Yorke - Mid North,0.9999998,99.9999808,,,,,,,
5352,5352,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5353,5353,405,Barossa - Yorke - Mid North,0.7534364,75.3436394,,,,,,,
5353,5353,407,South Australia - South East,0.2465636,24.6563606,,,,,,,
5354,5354,407,South Australia - South East,1.0,100.0,,,,,,,
5355,5355,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5356,5356,405,Barossa - Yorke - Mid North,0.1032973,10.3297278,,,,,,,
5356,5356,407,South Australia - South East,0.8967027,89.6702722,,,,,,,
5357,5357,407,South Australia - South East,1.0,100.0,,,,,,,
5360,5360,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5371,5371,402,Adelaide - North,0.8378907,83.7890716,,,,,,,
5371,5371,405,Barossa - Yorke - Mid North,0.1621093,16.2109284,,,,,,,
5372,5372,402,Adelaide - North,0.0047233,0.4723341,,,,,,,
5372,5372,405,Barossa - Yorke - Mid North,0.9952767,99.5276659,,,,,,,
5373,5373,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5374,5374,405,Barossa - Yorke - Mid North,0.9814477,98.1447684,,,,,,,
5374,5374,407,South Australia - South East,0.0185523,1.8552316,,,,,,,
5381,5381,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5400,5400,402,Adelaide - North,0.0451657,4.5165672,,,,,,,
5400,5400,405,Barossa - Yorke - Mid North,0.9548343,95.4834328,,,,,,,
5401,5401,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5410,5410,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5411,5411,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5412,5412,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5413,5413,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5414,5414,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5415,5415,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5416,5416,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5417,5417,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5418,5418,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5419,5419,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5420,5420,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5421,5421,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5422,5422,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5431,5431,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5432,5432,405,Barossa - Yorke - Mid North,0.7840763,78.4076253,,,,,,,
5432,5432,406,South Australia - Outback,0.2159237,21.5923747,,,,,,,
5433,5433,405,Barossa - Yorke - Mid North,0.0113839,1.1383934,,,,,,,
5433,5433,406,South Australia - Outback,0.9886161,98.8616066,,,,,,,
5434,5434,406,South Australia - Outback,1.0,100.0,,,,,,,
5440,5440,405,Barossa - Yorke - Mid North,0.0086121,0.8612073,,,,,,,
5440,5440,406,South Australia - Outback,0.9658153,96.5815303,,,,,,,
5440,5440,407,South Australia - South East,0.0255726,2.5572623,,,,,,,
5451,5451,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5452,5452,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5453,5453,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5454,5454,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5455,5455,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5460,5460,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5461,5461,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5462,5462,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5464,5464,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5470,5470,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5471,5471,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5472,5472,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5473,5473,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5480,5480,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5481,5481,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5482,5482,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5483,5483,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5485,5485,405,Barossa - Yorke - Mid North,0.9999984,99.9998441,,,,,,,
5490,5490,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
5491,5491,405,Barossa - Yorke - Mid North,1.0,100.0,,,,,,,
